flight_id,flight_date,carrier_code,flight_number,origin_airport,dest_airport,route,scheduled_dep_time,departure_delay_minutes,arrival_delay_minutes,is_arr_on_time,is_dep_on_time,cancelled,cancellation_reason,diverted,air_time_minutes,distance_miles,taxi_out_minutes,taxi_in_minutes,carrier_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,month,day_of_week
fl_0001364,2024-02-17,UA,3595,JFK,FLL,JFK-FLL,16:30,8.0,0.0,1,1,0,,0,382.0,2573,31,12,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0001365,2024-01-25,B6,5186,ORD,CLT,ORD-CLT,17:15,12.0,4.0,1,1,0,,0,75.0,442,10,18,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0001366,2024-04-10,UA,7066,JFK,DFW,JFK-DFW,07:30,-2.0,-11.0,1,1,0,,0,346.0,2590,32,8,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0001367,2024-04-20,DL,4929,DFW,FLL,DFW-FLL,11:00,-8.0,-11.0,1,1,0,,0,257.0,1887,18,14,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0001368,2024-03-19,AA,205,MIA,PHX,MIA-PHX,20:30,10.0,2.0,1,1,0,,0,176.0,1310,27,15,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001369,2024-01-11,NK,3324,LAS,DEN,LAS-DEN,22:15,49.0,55.0,0,0,0,,0,105.0,647,26,13,11.5,5.3,18.1,6.0,14.1,1,Thursday
fl_0001370,2024-01-20,WN,4898,MIA,SFO,MIA-SFO,18:30,-11.0,-17.0,1,1,0,,0,337.0,2554,33,17,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001371,2024-04-30,AS,4703,SFO,PHX,SFO-PHX,19:45,9.0,10.0,1,1,0,,0,208.0,1384,34,16,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001372,2024-05-18,NK,718,ORD,SFO,ORD-SFO,21:00,-7.0,-14.0,1,1,0,,0,110.0,757,18,9,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0001373,2024-02-09,AA,5855,SEA,EWR,SEA-EWR,18:45,38.0,43.0,0,0,0,,0,193.0,1326,16,11,1.3,3.5,1.9,9.5,26.8,2,Friday
fl_0001374,2024-01-10,AS,8385,IAD,SFO,IAD-SFO,18:30,7.0,-2.0,1,1,0,,0,115.0,749,34,19,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001375,2024-01-13,UA,4058,DEN,CLT,DEN-CLT,16:45,92.0,100.0,0,0,0,,0,106.0,644,34,16,16.1,33.8,3.0,35.5,11.6,1,Saturday
fl_0001376,2024-06-01,DL,6718,MSP,DFW,MSP-DFW,13:15,-12.0,-13.0,1,1,0,,0,92.0,629,27,13,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001377,2024-06-14,AA,4734,BWI,CLT,BWI-CLT,13:00,-3.0,0.0,1,1,0,,0,314.0,2140,25,9,0.0,0.0,0.0,0.0,0.0,6,Friday
fl_0001378,2024-05-24,F9,5660,SFO,SAN,SFO-SAN,08:30,5.0,2.0,1,1,0,,0,294.0,2218,13,17,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001379,2024-04-29,DL,6982,BOS,IAD,BOS-IAD,14:00,-13.0,-14.0,1,1,0,,0,60.0,314,22,10,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001380,2024-04-02,B6,8365,BWI,ORD,BWI-ORD,14:00,42.0,49.0,0,0,0,,0,165.0,1203,27,10,2.9,39.1,0.9,1.5,4.5,4,Tuesday
fl_0001381,2024-02-13,DL,3586,PHL,SLC,PHL-SLC,17:30,7.0,2.0,1,1,0,,0,78.0,495,10,11,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001382,2024-01-15,AA,6225,LGA,ORD,LGA-ORD,16:00,-10.0,-10.0,1,1,0,,0,295.0,2188,33,15,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0001383,2024-02-03,UA,7789,DEN,MCO,DEN-MCO,15:00,9.0,2.0,1,1,0,,0,345.0,2577,24,17,0.0,0.0,0.0,0.0,0.0,2,Saturday
fl_0001384,2024-03-17,AA,3067,FLL,SAN,FLL-SAN,16:00,-12.0,-14.0,1,1,0,,0,177.0,1309,15,16,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0001385,2024-01-28,DL,2366,SEA,MSP,SEA-MSP,19:00,13.0,15.0,0,1,0,,0,256.0,1916,15,16,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0001386,2024-05-11,AA,4479,LGA,MIA,LGA-MIA,18:30,-11.0,-12.0,1,1,0,,0,281.0,1991,18,6,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0001387,2024-02-13,DL,6205,MSP,LAX,MSP-LAX,18:30,0.0,-3.0,1,1,0,,0,186.0,1373,32,14,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001388,2024-03-11,NK,5889,SEA,CLT,SEA-CLT,18:15,-2.0,-12.0,1,1,0,,0,103.0,666,17,5,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0001389,2024-02-06,NK,8852,DFW,IAH,DFW-IAH,17:00,-11.0,-14.0,1,1,0,,0,335.0,2316,24,16,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001390,2024-02-23,AA,6107,DFW,PHL,DFW-PHL,07:00,-3.0,-5.0,1,1,0,,0,318.0,2146,26,12,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0001391,2024-05-10,UA,6468,SLC,LAS,SLC-LAS,07:45,5.0,2.0,1,1,0,,0,125.0,884,10,7,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001392,2024-01-15,AA,5742,SFO,JFK,SFO-JFK,18:30,4.0,-4.0,1,1,0,,0,82.0,526,23,11,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0001393,2024-02-21,DL,1811,SAN,ORD,SAN-ORD,12:45,7.0,-3.0,1,1,0,,0,279.0,2140,33,9,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0001394,2024-04-15,AA,2986,ATL,BWI,ATL-BWI,12:45,9.0,9.0,1,1,0,,0,94.0,580,16,15,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001395,2024-04-20,AS,8971,CLT,SFO,CLT-SFO,13:30,4.0,5.0,1,1,0,,0,210.0,1393,19,13,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0001396,2024-04-30,UA,5200,MIA,IAD,MIA-IAD,14:00,108.0,113.0,0,0,0,,0,225.0,1716,29,14,10.1,47.7,34.2,1.6,19.4,4,Tuesday
fl_0001397,2024-03-20,DL,7689,BOS,CLT,BOS-CLT,21:30,-3.0,-5.0,1,1,0,,0,207.0,1388,16,14,0.0,0.0,0.0,0.0,0.0,3,Wednesday
fl_0001398,2024-05-17,AA,5032,SEA,JFK,SEA-JFK,11:45,6.0,-4.0,1,1,0,,0,341.0,2376,20,9,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001399,2024-03-07,AA,2632,ORD,BWI,ORD-BWI,13:15,1.0,-5.0,1,1,0,,0,352.0,2595,12,17,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001400,2024-06-21,AA,7457,SEA,DFW,SEA-DFW,17:15,9.0,12.0,1,1,0,,0,150.0,1015,26,18,0.0,0.0,0.0,0.0,0.0,6,Friday
fl_0001401,2024-06-16,DL,4251,MIA,LAX,MIA-LAX,19:30,1.0,-8.0,1,1,0,,0,203.0,1502,27,19,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0001402,2024-04-06,AA,8422,IAH,LAS,IAH-LAS,08:45,-2.0,-4.0,1,1,0,,0,131.0,826,15,14,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0001403,2024-03-20,F9,286,MCO,BWI,MCO-BWI,06:15,57.0,63.0,0,0,0,,0,224.0,1489,17,9,13.1,13.9,6.0,8.9,21.1,3,Wednesday
fl_0001404,2024-03-07,F9,188,SFO,LGA,SFO-LGA,16:30,-9.0,-14.0,1,1,0,,0,246.0,1819,30,8,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001405,2024-05-23,DL,6239,SAN,PHX,SAN-PHX,15:30,11.0,8.0,1,1,0,,0,195.0,1354,12,19,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0001406,2024-04-22,DL,3248,FLL,PHL,FLL-PHL,21:15,12.0,5.0,1,1,0,,0,94.0,617,19,12,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001407,2024-04-01,AA,8973,MIA,IAD,MIA-IAD,17:30,2.0,-3.0,1,1,0,,0,212.0,1538,25,15,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001408,2024-02-27,DL,2506,ORD,DTW,ORD-DTW,12:30,13.0,7.0,1,1,0,,0,139.0,878,15,11,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001409,2024-01-24,AA,3433,SFO,ATL,SFO-ATL,09:00,13.0,8.0,1,1,0,,0,195.0,1311,31,18,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001410,2024-01-20,DL,249,PHL,PHX,PHL-PHX,06:45,-7.0,-3.0,1,1,0,,0,287.0,2034,14,10,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001411,2024-03-02,DL,5311,JFK,SFO,JFK-SFO,15:45,2.0,4.0,1,1,0,,0,185.0,1203,19,5,0.0,0.0,0.0,0.0,0.0,3,Saturday
fl_0001412,2024-04-25,DL,1405,SAN,IAD,SAN-IAD,16:00,2.0,-8.0,1,1,0,,0,107.0,727,33,5,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001413,2024-01-28,AA,7673,DEN,FLL,DEN-FLL,20:00,6.0,5.0,1,1,0,,0,245.0,1776,24,19,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0001414,2024-02-01,AS,2803,MCO,SLC,MCO-SLC,22:15,33.0,36.0,0,0,0,,0,224.0,1499,15,11,5.4,7.3,3.3,1.1,18.8,2,Thursday
fl_0001415,2024-02-05,HA,6629,ORD,EWR,ORD-EWR,20:45,,,0,0,1,Weather,0,67.0,413,11,17,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001416,2024-06-17,B6,5780,JFK,SFO,JFK-SFO,09:00,9.0,3.0,1,1,0,,0,290.0,2065,22,12,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001417,2024-05-31,F9,5455,DFW,SEA,DFW-SEA,19:30,-15.0,-19.0,1,1,0,,0,240.0,1734,33,6,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001418,2024-06-24,WN,5679,BOS,DEN,BOS-DEN,16:15,12.0,12.0,1,1,0,,0,247.0,1691,20,7,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001419,2024-01-01,DL,7239,CLT,MSP,CLT-MSP,10:30,,,0,0,1,Carrier,0,77.0,473,20,10,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0001420,2024-03-12,WN,5476,DEN,MSP,DEN-MSP,09:30,-10.0,-15.0,1,1,0,,0,61.0,356,31,18,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001421,2024-01-25,WN,434,DTW,PHX,DTW-PHX,19:45,22.0,27.0,0,0,0,,0,289.0,1929,33,16,13.2,1.2,1.7,3.5,7.4,1,Thursday
fl_0001422,2024-04-27,UA,6291,ATL,MSP,ATL-MSP,08:15,-10.0,-10.0,1,1,0,,0,202.0,1529,12,5,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0001423,2024-05-16,DL,945,SLC,IAD,SLC-IAD,06:45,4.0,6.0,1,1,0,,0,138.0,902,13,17,0.0,0.0,0.0,0.0,0.0,5,Thursday
fl_0001424,2024-06-19,B6,7325,EWR,DTW,EWR-DTW,07:15,,,0,0,1,Weather,0,84.0,500,20,7,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001425,2024-01-17,DL,7203,IAD,LAX,IAD-LAX,15:30,8.0,0.0,1,1,0,,0,151.0,1064,33,13,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001426,2024-01-27,AA,4516,MCO,DFW,MCO-DFW,12:00,9.0,12.0,1,1,0,,0,78.0,483,11,11,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001427,2024-03-04,DL,7560,CLT,DFW,CLT-DFW,06:45,-13.0,-20.0,1,1,0,,0,88.0,549,12,5,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0001428,2024-02-20,AA,5212,FLL,SLC,FLL-SLC,15:15,-3.0,-4.0,1,1,0,,0,80.0,513,30,16,0.0,0.0,0.0,0.0,0.0,2,Tuesday
fl_0001429,2024-02-29,DL,1636,PHL,MIA,PHL-MIA,12:00,10.0,9.0,1,1,0,,0,251.0,1868,22,16,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0001430,2024-01-24,UA,7928,BOS,JFK,BOS-JFK,13:30,-5.0,-10.0,1,1,0,,0,326.0,2479,23,17,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001431,2024-02-28,AA,2272,MSP,LAS,MSP-LAS,06:30,12.0,16.0,0,1,0,,0,87.0,555,22,14,1.3,2.7,2.5,7.3,2.2,2,Wednesday
fl_0001432,2024-02-01,UA,1706,IAD,EWR,IAD-EWR,14:00,-12.0,-12.0,1,1,0,,0,178.0,1141,29,7,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0001433,2024-05-11,WN,928,FLL,CLT,FLL-CLT,07:45,13.0,13.0,1,1,0,,0,192.0,1241,15,9,0.0,0.0,0.0,0.0,0.0,5,Saturday
fl_0001434,2024-04-26,F9,5108,DFW,LAS,DFW-LAS,16:00,-13.0,-12.0,1,1,0,,0,228.0,1631,19,19,0.0,0.0,0.0,0.0,0.0,4,Friday
fl_0001435,2024-06-05,UA,2608,LAS,DFW,LAS-DFW,15:00,0.0,2.0,1,1,0,,0,229.0,1539,11,8,0.0,0.0,0.0,0.0,0.0,6,Wednesday
fl_0001436,2024-04-24,WN,6094,LAX,MSP,LAX-MSP,22:30,-6.0,-4.0,1,1,0,,0,324.0,2354,25,8,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0001437,2024-05-13,DL,7007,ATL,MSP,ATL-MSP,14:00,-12.0,-10.0,1,1,0,,0,104.0,696,24,11,0.0,0.0,0.0,0.0,0.0,5,Monday
fl_0001438,2024-06-10,AA,6445,FLL,BOS,FLL-BOS,21:15,-12.0,-13.0,1,1,0,,0,288.0,2158,11,11,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001439,2024-01-06,DL,304,LGA,BOS,LGA-BOS,09:15,-13.0,-18.0,1,1,0,,0,75.0,425,17,17,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001440,2024-05-28,AA,5982,PHL,DTW,PHL-DTW,19:30,-7.0,-11.0,1,1,0,,0,337.0,2311,27,9,0.0,0.0,0.0,0.0,0.0,5,Tuesday
fl_0001441,2024-03-14,HA,8639,ORD,SLC,ORD-SLC,19:45,4.0,6.0,1,1,0,,0,307.0,2208,22,12,0.0,0.0,0.0,0.0,0.0,3,Thursday
fl_0001442,2024-01-05,DL,3488,PHL,PHX,PHL-PHX,12:15,2.0,-7.0,1,1,0,,0,332.0,2470,31,9,0.0,0.0,0.0,0.0,0.0,1,Friday
fl_0001443,2024-04-21,UA,796,JFK,MCO,JFK-MCO,20:00,-12.0,-17.0,1,1,0,,0,219.0,1447,12,16,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001444,2024-03-30,DL,8309,IAH,ORD,IAH-ORD,21:30,33.0,40.0,0,0,0,,0,227.0,1608,13,16,1.2,27.7,0.1,3.7,7.3,3,Saturday
fl_0001445,2024-04-23,WN,1310,LAS,LGA,LAS-LGA,17:30,,,0,0,1,Carrier,0,319.0,2432,15,19,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001446,2024-02-05,WN,8196,SFO,LAX,SFO-LAX,16:30,-12.0,-13.0,1,1,0,,0,132.0,823,26,14,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001447,2024-03-01,UA,5758,SFO,MSP,SFO-MSP,13:30,22.0,28.0,0,0,0,,0,97.0,605,14,19,14.9,0.7,3.1,9.1,0.4,3,Friday
fl_0001448,2024-06-18,UA,3551,DEN,MCO,DEN-MCO,21:15,-15.0,-22.0,1,1,0,,0,62.0,342,10,14,0.0,0.0,0.0,0.0,0.0,6,Tuesday
fl_0001449,2024-03-18,AA,4735,ORD,LAS,ORD-LAS,06:45,-1.0,-10.0,1,1,0,,0,156.0,1114,25,8,0.0,0.0,0.0,0.0,0.0,3,Monday
fl_0001450,2024-04-03,DL,901,FLL,LAX,FLL-LAX,22:00,1.0,-5.0,1,1,0,,0,260.0,1922,22,18,0.0,0.0,0.0,0.0,0.0,4,Wednesday
fl_0001451,2024-06-20,UA,4048,LGA,SLC,LGA-SLC,17:15,-6.0,-8.0,1,1,0,,0,97.0,624,31,11,0.0,0.0,0.0,0.0,0.0,6,Thursday
fl_0001452,2024-01-08,WN,1402,IAH,JFK,IAH-JFK,19:45,-12.0,-13.0,1,1,0,,0,115.0,750,28,9,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0001453,2024-01-16,DL,5530,BOS,SAN,BOS-SAN,20:45,-15.0,-14.0,1,1,0,,0,279.0,2145,23,8,0.0,0.0,0.0,0.0,0.0,1,Tuesday
fl_0001454,2024-05-12,AS,8510,CLT,ATL,CLT-ATL,21:45,2.0,3.0,1,1,0,,0,346.0,2442,12,9,0.0,0.0,0.0,0.0,0.0,5,Sunday
fl_0001455,2024-01-21,WN,3136,IAD,JFK,IAD-JFK,06:45,-3.0,0.0,1,1,0,,0,177.0,1193,27,14,0.0,0.0,0.0,0.0,0.0,1,Sunday
fl_0001456,2024-02-26,UA,6784,DFW,EWR,DFW-EWR,08:30,5.0,4.0,1,1,0,,0,135.0,952,20,17,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001457,2024-06-16,F9,2839,EWR,FLL,EWR-FLL,06:00,-10.0,-17.0,1,1,0,,0,373.0,2539,19,5,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0001458,2024-02-26,DL,5305,IAD,IAH,IAD-IAH,11:30,-12.0,-13.0,1,1,0,,0,124.0,823,16,14,0.0,0.0,0.0,0.0,0.0,2,Monday
fl_0001459,2024-06-21,DL,6293,BWI,EWR,BWI-EWR,06:15,-4.0,-13.0,1,1,0,,0,106.0,708,16,18,0.0,0.0,0.0,0.0,0.0,6,Friday
fl_0001460,2024-06-15,AA,3840,DEN,CLT,DEN-CLT,07:30,4.0,,0,1,0,,1,206.0,1487,24,7,0.0,45.0,20.0,0.0,0.0,6,Saturday
fl_0001461,2024-02-15,HA,5279,PHX,PHL,PHX-PHL,14:00,-5.0,-9.0,1,1,0,,0,96.0,616,22,8,0.0,0.0,0.0,0.0,0.0,2,Thursday
fl_0001462,2024-06-15,DL,805,LGA,FLL,LGA-FLL,21:45,-4.0,-1.0,1,1,0,,0,106.0,707,25,11,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001463,2024-06-23,B6,1285,LAX,BWI,LAX-BWI,21:30,-13.0,-20.0,1,1,0,,0,159.0,1180,32,9,0.0,0.0,0.0,0.0,0.0,6,Sunday
fl_0001464,2024-06-10,DL,3578,CLT,MCO,CLT-MCO,06:30,-1.0,-7.0,1,1,0,,0,292.0,2260,30,13,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001465,2024-06-13,AS,3031,SAN,LAX,SAN-LAX,19:30,1.0,-2.0,1,1,0,,0,71.0,450,11,18,0.0,0.0,0.0,0.0,0.0,6,Thursday
fl_0001466,2024-01-08,WN,6015,EWR,IAD,EWR-IAD,21:00,-9.0,-19.0,1,1,0,,0,332.0,2537,33,12,0.0,0.0,0.0,0.0,0.0,1,Monday
fl_0001467,2024-05-17,DL,6495,LAS,PHX,LAS-PHX,14:00,16.0,21.0,0,0,0,,0,171.0,1230,12,7,10.4,3.6,1.8,0.1,5.1,5,Friday
fl_0001468,2024-02-18,NK,2792,IAH,EWR,IAH-EWR,11:30,-9.0,-18.0,1,1,0,,0,276.0,1838,19,6,0.0,0.0,0.0,0.0,0.0,2,Sunday
fl_0001469,2024-05-03,UA,5754,DEN,MSP,DEN-MSP,11:30,10.0,12.0,1,1,0,,0,323.0,2255,27,16,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001470,2024-06-24,B6,5161,BWI,CLT,BWI-CLT,21:15,-14.0,-15.0,1,1,0,,0,304.0,2044,22,7,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001471,2024-04-09,DL,7419,MSP,JFK,MSP-JFK,14:45,-1.0,0.0,1,1,0,,0,281.0,2157,24,17,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001472,2024-02-23,F9,6663,IAD,BWI,IAD-BWI,11:15,-14.0,-14.0,1,1,0,,0,160.0,1128,13,10,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0001473,2024-06-08,B6,8655,SEA,JFK,SEA-JFK,19:00,8.0,11.0,1,1,0,,0,167.0,1143,28,5,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001474,2024-04-11,AA,8576,PHX,LAS,PHX-LAS,20:30,12.0,6.0,1,1,0,,0,277.0,1935,23,15,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001475,2024-01-29,DL,105,ORD,DFW,ORD-DFW,10:45,106.0,111.0,0,0,0,,0,109.0,689,23,5,64.8,23.1,1.5,2.0,19.5,1,Monday
fl_0001476,2024-04-15,AA,7883,LAX,DEN,LAX-DEN,12:00,2.0,-3.0,1,1,0,,0,250.0,1917,18,12,0.0,0.0,0.0,0.0,0.0,4,Monday
fl_0001477,2024-01-06,UA,1799,DFW,JFK,DFW-JFK,09:15,19.0,22.0,0,0,0,,0,346.0,2447,24,17,6.3,0.9,13.4,1.5,0.1,1,Saturday
fl_0001478,2024-03-03,WN,2420,CLT,LAS,CLT-LAS,21:00,11.0,1.0,1,1,0,,0,123.0,789,10,7,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0001479,2024-04-30,AA,8941,MCO,EWR,MCO-EWR,11:30,-14.0,-14.0,1,1,0,,0,210.0,1583,30,17,0.0,0.0,0.0,0.0,0.0,4,Tuesday
fl_0001480,2024-03-17,AA,3875,IAH,SEA,IAH-SEA,21:15,0.0,-1.0,1,1,0,,0,294.0,1984,32,12,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0001481,2024-03-10,NK,3032,DTW,CLT,DTW-CLT,19:45,-14.0,-16.0,1,1,0,,0,92.0,591,28,16,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0001482,2024-06-14,UA,7608,DEN,MCO,DEN-MCO,11:15,48.0,49.0,0,0,0,,0,57.0,310,30,15,10.6,9.1,14.3,5.6,9.3,6,Friday
fl_0001483,2024-03-17,F9,7292,JFK,MSP,JFK-MSP,16:45,-11.0,-12.0,1,1,0,,0,166.0,1191,15,7,0.0,0.0,0.0,0.0,0.0,3,Sunday
fl_0001484,2024-05-03,AA,7216,FLL,LAX,FLL-LAX,20:00,9.0,0.0,1,1,0,,0,197.0,1452,30,16,0.0,0.0,0.0,0.0,0.0,5,Friday
fl_0001485,2024-06-11,AS,2752,MCO,LAX,MCO-LAX,10:15,79.0,84.0,0,0,0,,0,194.0,1327,32,16,10.9,11.7,15.5,19.9,26.0,6,Tuesday
fl_0001486,2024-04-18,B6,1107,DFW,CLT,DFW-CLT,07:15,-2.0,-9.0,1,1,0,,0,354.0,2398,13,10,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001487,2024-02-23,G4,1199,PHL,IAD,PHL-IAD,12:45,-14.0,-21.0,1,1,0,,0,343.0,2343,22,19,0.0,0.0,0.0,0.0,0.0,2,Friday
fl_0001488,2024-03-22,DL,6745,DEN,PHX,DEN-PHX,14:15,-2.0,-8.0,1,1,0,,0,114.0,745,32,18,0.0,0.0,0.0,0.0,0.0,3,Friday
fl_0001489,2024-02-22,WN,4838,DTW,PHL,DTW-PHL,11:00,121.0,130.0,0,0,0,,0,351.0,2509,21,19,3.8,30.3,38.1,35.9,21.8,2,Thursday
fl_0001490,2024-01-17,UA,2945,DFW,MCO,DFW-MCO,11:00,6.0,8.0,1,1,0,,0,247.0,1710,28,17,0.0,0.0,0.0,0.0,0.0,1,Wednesday
fl_0001491,2024-04-06,F9,7702,ORD,EWR,ORD-EWR,22:45,28.0,28.0,0,0,0,,0,130.0,913,10,9,6.1,1.7,1.5,4.4,14.3,4,Saturday
fl_0001492,2024-06-17,UA,8468,DFW,LGA,DFW-LGA,14:45,8.0,-1.0,1,1,0,,0,349.0,2352,21,17,0.0,0.0,0.0,0.0,0.0,6,Monday
fl_0001493,2024-05-30,HA,404,DEN,PHL,DEN-PHL,17:00,17.0,25.0,0,0,0,,0,66.0,360,33,9,4.0,0.3,14.5,2.3,4.0,5,Thursday
fl_0001494,2024-03-26,AA,5435,BWI,MCO,BWI-MCO,15:30,-3.0,-5.0,1,1,0,,0,134.0,879,27,12,0.0,0.0,0.0,0.0,0.0,3,Tuesday
fl_0001495,2024-01-20,UA,8102,ORD,FLL,ORD-FLL,13:15,-15.0,-20.0,1,1,0,,0,233.0,1718,28,10,0.0,0.0,0.0,0.0,0.0,1,Saturday
fl_0001496,2024-06-01,UA,389,SFO,FLL,SFO-FLL,21:00,-10.0,-18.0,1,1,0,,0,99.0,592,29,8,0.0,0.0,0.0,0.0,0.0,6,Saturday
fl_0001497,2024-03-10,DL,3681,LAS,LGA,LAS-LGA,18:00,139.0,143.0,0,0,0,,0,157.0,1161,17,19,9.9,20.4,57.5,20.7,34.5,3,Sunday
fl_0001498,2024-01-18,UA,5700,IAH,FLL,IAH-FLL,07:00,11.0,13.0,1,1,0,,0,221.0,1616,11,10,0.0,0.0,0.0,0.0,0.0,1,Thursday
fl_0001499,2024-05-26,AS,2881,DFW,BOS,DFW-BOS,11:00,-11.0,-11.0,1,1,0,,0,118.0,815,28,6,0.0,0.0,0.0,0.0,0.0,5,Sunday
fl_0001500,2024-04-23,DL,465,JFK,DEN,JFK-DEN,17:45,46.0,48.0,0,0,0,,0,74.0,453,11,11,11.6,7.3,4.3,22.5,2.4,4,Tuesday
fl_0001501,2024-01-07,DL,8922,MIA,DFW,MIA-DFW,08:15,12.0,,0,1,0,,1,325.0,2349,30,13,0.0,45.0,20.0,0.0,0.0,1,Sunday
fl_0001502,2024-04-18,AA,6215,LGA,ORD,LGA-ORD,15:45,-8.0,-9.0,1,1,0,,0,286.0,1907,29,8,0.0,0.0,0.0,0.0,0.0,4,Thursday
fl_0001503,2024-02-07,WN,2529,SEA,MCO,SEA-MCO,11:15,-11.0,-19.0,1,1,0,,0,195.0,1350,15,19,0.0,0.0,0.0,0.0,0.0,2,Wednesday
fl_0001504,2024-04-07,WN,7902,DTW,SFO,DTW-SFO,16:15,-13.0,-15.0,1,1,0,,0,220.0,1595,30,8,0.0,0.0,0.0,0.0,0.0,4,Sunday
fl_0001505,2024-04-27,DL,4350,IAH,EWR,IAH-EWR,18:00,5.0,8.0,1,1,0,,0,266.0,1889,28,15,0.0,0.0,0.0,0.0,0.0,4,Saturday
fl_0001506,2024-01-26,B6,2447,FLL,PHL,FLL-PHL,13:30,0.0,-8.0,1,1,0,,0,221.0,1670,12,10,0.0,0.0,0.0,0.0,0.0,1,Friday
fl_0001507,2024-04-02,B6,1921,DEN,PHL,DEN-PHL,11:00,10.0,11.0,1,1,0,,0,161.0,1159,33,15,0.0,0.0,0.0,0.0,0.0,4,Tuesday
