case_number,incident_date,primary_type,crime_category,description,location_description,arrest,domestic,district,ward,community_area,fbi_code,year,month,day_of_week,hour_of_day,year_month
JB001172,2022-08-20 11:08:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,14,5,55,03,2022,8,Saturday,11,2022-08
JB001173,2022-08-22 14:09:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,4,9,23,08B,2022,8,Monday,14,2022-08
JB001174,2023-05-21 11:39:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,10,1,28,14,2023,5,Sunday,11,2023-05
JB001175,2022-01-01 14:20:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,APARTMENT,0,0,17,11,7,11,2022,1,Saturday,14,2022-01
JB001176,2022-09-30 07:55:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,5,5,42,08A,2022,9,Friday,7,2022-09
JB001177,2023-06-10 20:30:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,20,12,54,08B,2023,6,Saturday,20,2023-06
JB001178,2023-07-09 03:11:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,9,44,11,11,2023,7,Sunday,3,2023-07
JB001179,2023-10-13 14:47:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,11,50,48,03,2023,10,Friday,14,2023-10
JB001180,2023-08-30 16:50:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,1,6,76,18,2023,8,Wednesday,16,2023-08
JB001181,2023-12-25 07:32:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,STREET,0,0,7,31,49,26,2023,12,Monday,7,2023-12
JB001182,2023-12-05 09:53:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,16,11,11,14,2023,12,Tuesday,9,2023-12
JB001183,2022-12-03 07:11:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESTAURANT,0,0,6,32,3,06,2022,12,Saturday,7,2022-12
JB001184,2023-01-24 18:51:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESTAURANT,1,0,12,37,71,06,2023,1,Tuesday,18,2023-01
JB001185,2023-09-13 13:36:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,APARTMENT,0,0,14,20,60,14,2023,9,Wednesday,13,2023-09
JB001186,2023-09-23 12:17:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,STREET,0,0,3,48,7,07,2023,9,Saturday,12,2023-09
JB001187,2023-11-30 21:13:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,CTA TRAIN / STATION,0,0,15,5,29,05,2023,11,Thursday,21,2023-11
JB001188,2023-01-06 19:47:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,APARTMENT,0,0,6,34,41,08A,2023,1,Friday,19,2023-01
JB001189,2023-02-07 05:40:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,15,37,31,08A,2023,2,Tuesday,5,2023-02
JB001190,2022-03-09 22:04:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,10,21,18,03,2022,3,Wednesday,22,2022-03
JB001191,2022-03-08 15:43:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,STREET,1,0,12,5,8,05,2022,3,Tuesday,15,2022-03
JB001192,2022-07-11 23:07:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,GROCERY FOOD STORE,0,0,10,19,65,03,2022,7,Monday,23,2022-07
JB001193,2022-02-25 16:28:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,1,13,41,26,2022,2,Friday,16,2022-02
JB001194,2022-07-04 09:11:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,15,27,42,14,2022,7,Monday,9,2022-07
JB001195,2022-11-11 21:35:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,14,26,31,03,2022,11,Friday,21,2022-11
JB001196,2023-03-05 02:03:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,7,1,30,07,2023,3,Sunday,2,2023-03
JB001197,2022-11-22 20:08:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,1,22,1,20,03,2022,11,Tuesday,20,2022-11
JB001198,2022-12-28 23:59:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SIDEWALK,0,0,14,17,27,06,2022,12,Wednesday,23,2022-12
JB001199,2023-09-10 11:06:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,22,12,43,14,2023,9,Sunday,11,2023-09
JB001200,2022-03-30 15:09:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,0,19,25,8,03,2022,3,Wednesday,15,2022-03
JB001201,2023-10-31 03:41:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,16,4,56,26,2023,10,Tuesday,3,2023-10
JB001202,2022-08-22 13:18:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,4,21,54,06,2022,8,Monday,13,2022-08
JB001203,2022-04-12 04:45:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,1,1,45,11,14,2022,4,Tuesday,4,2022-04
JB001204,2022-12-26 15:18:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,1,0,22,34,66,14,2022,12,Monday,15,2022-12
JB001205,2023-10-31 20:59:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SIDEWALK,1,0,7,30,60,11,2023,10,Tuesday,20,2023-10
JB001206,2022-04-03 18:31:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,33,18,07,2022,4,Sunday,18,2022-04
JB001207,2022-12-04 10:39:00,THEFT,Property,REPORTED THEFT INCIDENT,RESTAURANT,0,0,9,41,53,26,2022,12,Sunday,10,2022-12
JB001208,2022-01-06 23:40:00,THEFT,Property,REPORTED THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,1,12,8,06,2022,1,Thursday,23,2022-01
JB001209,2022-12-08 19:00:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,SMALL RETAIL STORE,1,0,16,19,39,05,2022,12,Thursday,19,2022-12
JB001210,2023-02-07 01:06:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,24,15,67,26,2023,2,Tuesday,1,2023-02
JB001211,2023-10-03 20:19:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,4,26,49,05,2023,10,Tuesday,20,2023-10
JB001212,2023-09-07 14:04:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,12,5,39,03,2023,9,Thursday,14,2023-09
JB001213,2023-12-18 16:57:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,15,23,7,07,2023,12,Monday,16,2023-12
JB001214,2022-08-27 19:38:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SMALL RETAIL STORE,0,0,10,45,6,11,2022,8,Saturday,19,2022-08
JB001215,2023-05-15 18:28:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,9,16,33,08B,2023,5,Monday,18,2023-05
JB001216,2022-02-07 15:42:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,1,0,19,2,64,14,2022,2,Monday,15,2022-02
JB001217,2023-06-06 08:18:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,1,0,25,49,53,14,2023,6,Tuesday,8,2023-06
JB001218,2023-01-13 19:09:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,14,7,27,08A,2023,1,Friday,19,2023-01
JB001219,2022-12-11 20:36:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,22,23,61,07,2022,12,Sunday,20,2022-12
JB001220,2022-06-14 13:39:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,1,1,8,50,49,03,2022,6,Tuesday,13,2022-06
JB001221,2022-12-28 23:24:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,1,1,22,47,19,06,2022,12,Wednesday,23,2022-12
JB001222,2023-11-18 00:36:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESTAURANT,0,0,16,16,77,07,2023,11,Saturday,0,2023-11
JB001223,2023-12-04 16:20:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,2,18,68,06,2023,12,Monday,16,2023-12
JB001224,2023-09-19 08:31:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,SMALL RETAIL STORE,0,0,3,45,43,05,2023,9,Tuesday,8,2023-09
JB001225,2022-09-21 06:58:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,RESIDENCE,0,0,8,4,40,18,2022,9,Wednesday,6,2022-09
JB001226,2023-03-06 10:48:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,APARTMENT,0,1,14,12,4,26,2023,3,Monday,10,2023-03
JB001227,2022-12-21 16:30:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,APARTMENT,0,0,3,28,55,06,2022,12,Wednesday,16,2022-12
JB001228,2022-08-07 17:28:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,PARKING LOT / GARAGE,0,1,4,27,40,11,2022,8,Sunday,17,2022-08
JB001229,2022-06-17 07:11:00,CRIMINAL TRESPASS,Property,REPORTED CRIMINAL TRESPASS INCIDENT,RESIDENCE,1,0,9,30,57,14,2022,6,Friday,7,2022-06
JB001230,2023-07-03 04:59:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,SMALL RETAIL STORE,0,0,1,48,68,11,2023,7,Monday,4,2023-07
JB001231,2023-11-30 04:57:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESTAURANT,0,0,15,45,41,07,2023,11,Thursday,4,2023-11
JB001232,2023-03-31 23:12:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,CTA TRAIN / STATION,0,0,16,41,10,14,2023,3,Friday,23,2023-03
JB001233,2022-01-15 03:34:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,6,8,54,07,2022,1,Saturday,3,2022-01
JB001234,2023-11-05 05:24:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,COMMERCIAL / BUSINESS OFFICE,1,0,15,20,6,07,2023,11,Sunday,5,2023-11
JB001235,2023-06-06 12:49:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,14,3,7,18,2023,6,Tuesday,12,2023-06
JB001236,2022-06-26 17:19:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,COMMERCIAL / BUSINESS OFFICE,0,0,15,6,20,03,2022,6,Sunday,17,2022-06
JB001237,2023-07-13 10:55:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,10,36,6,11,2023,7,Thursday,10,2023-07
JB001238,2023-08-30 12:22:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,PARKING LOT / GARAGE,0,0,25,6,29,08A,2023,8,Wednesday,12,2023-08
JB001239,2023-12-20 03:58:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,9,33,65,18,2023,12,Wednesday,3,2023-12
JB001240,2022-01-18 23:06:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,15,21,26,26,2022,1,Tuesday,23,2022-01
JB001241,2023-10-12 03:55:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,1,18,36,42,07,2023,10,Thursday,3,2023-10
JB001242,2023-03-12 18:18:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,3,23,34,08A,2023,3,Sunday,18,2023-03
JB001243,2023-04-09 00:22:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,RESIDENCE,0,0,2,31,10,18,2023,4,Sunday,0,2023-04
JB001244,2023-05-06 13:08:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,1,0,22,40,37,08A,2023,5,Saturday,13,2023-05
JB001245,2023-11-09 10:26:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,2,2,25,26,2023,11,Thursday,10,2023-11
JB001246,2022-05-09 10:39:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,1,40,59,03,2022,5,Monday,10,2022-05
JB001247,2023-06-26 09:04:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,3,4,42,11,2023,6,Monday,9,2023-06
JB001248,2023-07-18 07:03:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,1,0,11,3,15,07,2023,7,Tuesday,7,2023-07
JB001249,2022-04-12 03:00:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,GROCERY FOOD STORE,0,0,2,27,6,06,2022,4,Tuesday,3,2022-04
JB001250,2023-02-09 02:01:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,RESIDENCE,0,0,14,37,7,18,2023,2,Thursday,2,2023-02
JB001251,2022-10-28 10:57:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,2,32,16,14,2022,10,Friday,10,2022-10
JB001252,2022-05-20 05:17:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,1,1,24,35,33,26,2022,5,Friday,5,2022-05
JB001253,2022-12-15 10:16:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,1,0,17,41,23,11,2022,12,Thursday,10,2022-12
JB001254,2022-04-13 13:00:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,24,33,1,08B,2022,4,Wednesday,13,2022-04
JB001255,2023-06-03 10:10:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,0,17,5,48,08B,2023,6,Saturday,10,2023-06
JB001256,2023-07-04 11:17:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,0,0,11,44,48,08B,2023,7,Tuesday,11,2023-07
JB001257,2022-02-12 05:54:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,COMMERCIAL / BUSINESS OFFICE,1,0,12,11,58,07,2022,2,Saturday,5,2022-02
JB001258,2022-10-23 05:57:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,10,39,17,08A,2022,10,Sunday,5,2022-10
JB001259,2022-03-09 13:49:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,PARKING LOT / GARAGE,0,0,24,49,58,11,2022,3,Wednesday,13,2022-03
JB001260,2022-01-16 17:52:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,SIDEWALK,0,0,3,21,43,05,2022,1,Sunday,17,2022-01
JB001261,2023-08-23 03:07:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,PARKING LOT / GARAGE,0,0,25,45,9,06,2023,8,Wednesday,3,2023-08
JB001262,2023-12-31 12:46:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,GROCERY FOOD STORE,0,1,14,44,50,03,2023,12,Sunday,12,2023-12
JB001263,2023-10-19 05:14:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,PARKING LOT / GARAGE,0,0,19,16,8,08A,2023,10,Thursday,5,2023-10
JB001264,2022-05-21 13:58:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,SIDEWALK,0,0,12,31,39,03,2022,5,Saturday,13,2022-05
JB001265,2023-08-06 10:31:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,RESIDENCE,0,0,17,39,74,07,2023,8,Sunday,10,2023-08
JB001266,2022-04-25 09:43:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,APARTMENT,1,0,8,45,66,08B,2022,4,Monday,9,2022-04
JB001267,2022-02-27 14:29:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,0,0,7,22,71,08A,2022,2,Sunday,14,2022-02
JB001268,2022-12-30 00:30:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,12,31,52,14,2022,12,Friday,0,2022-12
JB001269,2023-08-30 16:03:00,THEFT,Property,REPORTED THEFT INCIDENT,SMALL RETAIL STORE,0,0,18,19,52,06,2023,8,Wednesday,16,2023-08
JB001270,2022-02-19 16:08:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,14,30,55,26,2022,2,Saturday,16,2022-02
JB001271,2022-04-28 16:05:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,1,10,27,44,08B,2022,4,Thursday,16,2022-04
JB001272,2023-02-17 18:31:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,GROCERY FOOD STORE,0,0,20,26,10,08A,2023,2,Friday,18,2023-02
JB001273,2022-06-07 09:47:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,11,41,75,08B,2022,6,Tuesday,9,2022-06
JB001274,2022-04-16 07:56:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,APARTMENT,1,0,3,13,10,26,2022,4,Saturday,7,2022-04
JB001275,2022-11-26 14:48:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,2,42,3,26,2022,11,Saturday,14,2022-11
JB001276,2022-07-18 10:44:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,25,27,67,14,2022,7,Monday,10,2022-07
JB001277,2023-05-15 01:20:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,STREET,0,0,25,47,47,05,2023,5,Monday,1,2023-05
JB001278,2022-05-28 15:12:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,CTA TRAIN / STATION,1,0,12,35,68,26,2022,5,Saturday,15,2022-05
JB001279,2022-11-24 15:38:00,THEFT,Property,REPORTED THEFT INCIDENT,GROCERY FOOD STORE,0,0,17,29,37,26,2022,11,Thursday,15,2022-11
JB001280,2023-03-26 11:26:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,1,8,29,06,2023,3,Sunday,11,2023-03
JB001281,2023-04-01 23:46:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,GROCERY FOOD STORE,0,0,1,37,26,08B,2023,4,Saturday,23,2023-04
JB001282,2022-03-03 03:06:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,25,22,15,11,2022,3,Thursday,3,2022-03
JB001283,2022-11-29 12:45:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,11,15,76,11,2022,11,Tuesday,12,2022-11
JB001284,2023-05-14 17:55:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,1,0,8,15,46,14,2023,5,Sunday,17,2023-05
JB001285,2022-06-13 19:03:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,5,48,68,07,2022,6,Monday,19,2022-06
JB001286,2023-02-21 09:32:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,25,6,71,18,2023,2,Tuesday,9,2023-02
JB001287,2022-10-09 00:20:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,0,0,19,9,29,26,2022,10,Sunday,0,2022-10
JB001288,2022-04-29 08:35:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,22,10,16,14,2022,4,Friday,8,2022-04
JB001289,2023-07-12 18:17:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,APARTMENT,0,0,5,24,1,18,2023,7,Wednesday,18,2023-07
JB001290,2022-05-28 14:51:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,3,2,70,03,2022,5,Saturday,14,2022-05
JB001291,2022-01-27 10:07:00,BURGLARY,Property,REPORTED BURGLARY INCIDENT,STREET,0,0,14,38,37,08A,2022,1,Thursday,10,2022-01
JB001292,2023-02-10 09:24:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,STREET,0,0,24,43,43,11,2023,2,Friday,9,2023-02
JB001293,2023-04-17 06:18:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,APARTMENT,0,0,7,18,33,05,2023,4,Monday,6,2023-04
JB001294,2022-10-30 17:14:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,STREET,0,0,22,6,64,08A,2022,10,Sunday,17,2022-10
JB001295,2022-09-26 20:23:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,1,22,20,77,14,2022,9,Monday,20,2022-09
JB001296,2023-10-18 11:02:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,SIDEWALK,0,0,17,46,40,03,2023,10,Wednesday,11,2023-10
JB001297,2023-11-18 03:56:00,ASSAULT,Violent,REPORTED ASSAULT INCIDENT,RESIDENCE,0,1,6,12,74,06,2023,11,Saturday,3,2023-11
JB001298,2022-11-30 04:17:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,11,26,49,05,2022,11,Wednesday,4,2022-11
JB001299,2023-11-17 18:16:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,SIDEWALK,1,0,2,44,15,03,2023,11,Friday,18,2023-11
JB001300,2023-04-04 15:08:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,20,21,59,18,2023,4,Tuesday,15,2023-04
JB001301,2023-04-17 05:00:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,RESIDENCE,0,0,20,50,46,18,2023,4,Monday,5,2023-04
JB001302,2023-02-27 10:55:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,RESIDENCE,0,0,15,29,19,05,2023,2,Monday,10,2023-02
JB001303,2023-12-30 08:39:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,17,42,56,05,2023,12,Saturday,8,2023-12
JB001304,2022-11-15 01:08:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,19,21,71,08B,2022,11,Tuesday,1,2022-11
JB001305,2022-07-23 01:11:00,THEFT,Property,REPORTED THEFT INCIDENT,SIDEWALK,0,0,17,4,49,08A,2022,7,Saturday,1,2022-07
JB001306,2023-05-22 23:51:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,14,25,68,11,2023,5,Monday,23,2023-05
JB001307,2023-06-22 07:15:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,SIDEWALK,0,0,19,2,61,08A,2023,6,Thursday,7,2023-06
JB001308,2023-01-24 18:31:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,STREET,0,0,5,22,39,06,2023,1,Tuesday,18,2023-01
JB001309,2022-10-02 05:13:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,10,26,36,03,2022,10,Sunday,5,2022-10
JB001310,2023-04-13 14:58:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,STREET,0,0,24,25,27,18,2023,4,Thursday,14,2023-04
JB001311,2022-12-02 07:24:00,NARCOTICS,Public Order,REPORTED NARCOTICS INCIDENT,STREET,1,0,11,32,73,18,2022,12,Friday,7,2022-12
JB001312,2023-06-03 20:39:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,PARKING LOT / GARAGE,0,0,18,33,43,08A,2023,6,Saturday,20,2023-06
JB001313,2022-03-09 02:01:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,6,18,38,08B,2022,3,Wednesday,2,2022-03
JB001314,2022-07-05 13:47:00,MOTOR VEHICLE THEFT,Property,REPORTED MOTOR VEHICLE THEFT INCIDENT,RESTAURANT,0,0,6,24,47,18,2022,7,Tuesday,13,2022-07
JB001315,2023-07-05 08:33:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,PARKING LOT / GARAGE,0,0,15,7,51,05,2023,7,Wednesday,8,2023-07
JB001316,2023-12-08 18:54:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,5,43,8,06,2023,12,Friday,18,2023-12
JB001317,2023-11-28 01:04:00,ROBBERY,Violent,REPORTED ROBBERY INCIDENT,PARKING LOT / GARAGE,0,0,5,6,63,26,2023,11,Tuesday,1,2023-11
JB001318,2023-01-11 04:00:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,1,0,4,37,47,08B,2023,1,Wednesday,4,2023-01
JB001319,2022-01-29 02:28:00,THEFT,Property,REPORTED THEFT INCIDENT,STREET,0,0,2,18,52,18,2022,1,Saturday,2,2022-01
JB001320,2023-04-18 08:25:00,THEFT,Property,REPORTED THEFT INCIDENT,PARKING LOT / GARAGE,0,0,16,22,26,03,2023,4,Tuesday,8,2023-04
JB001321,2022-06-25 21:56:00,WEAPONS VIOLATION,Public Safety,REPORTED WEAPONS VIOLATION INCIDENT,RESIDENCE,1,0,15,42,65,05,2022,6,Saturday,21,2022-06
JB001322,2023-11-15 13:10:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,1,11,43,03,2023,11,Wednesday,13,2023-11
JB001323,2022-08-30 04:59:00,THEFT,Property,REPORTED THEFT INCIDENT,APARTMENT,1,0,6,27,77,14,2022,8,Tuesday,4,2022-08
JB001324,2023-12-05 06:23:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,APARTMENT,0,0,10,1,61,26,2023,12,Tuesday,6,2023-12
JB001325,2023-05-27 02:22:00,DECEPTIVE PRACTICE,Financial/Cyber,REPORTED DECEPTIVE PRACTICE INCIDENT,APARTMENT,0,0,11,1,54,07,2023,5,Saturday,2,2023-05
JB001326,2023-07-31 08:01:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,24,8,3,26,2023,7,Monday,8,2023-07
JB001327,2023-01-05 20:51:00,THEFT,Property,REPORTED THEFT INCIDENT,RESIDENCE,0,0,2,45,67,06,2023,1,Thursday,20,2023-01
JB001328,2022-03-04 08:04:00,BATTERY,Violent,REPORTED BATTERY INCIDENT,STREET,0,0,9,40,24,11,2022,3,Friday,8,2022-03
JB001329,2023-10-24 06:28:00,CRIMINAL DAMAGE,Property,REPORTED CRIMINAL DAMAGE INCIDENT,STREET,0,0,14,7,33,26,2023,10,Tuesday,6,2023-10
JB001330,2022-11-20 01:40:00,OTHER OFFENSE,Other,REPORTED OTHER OFFENSE INCIDENT,RESIDENCE,0,0,8,47,20,07,2022,11,Sunday,1,2022-11
