order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_000300,1,credit_card,7,30.5
ord_000497,1,credit_card,2,211.97
ord_001363,1,credit_card,10,45.98
ord_001276,1,credit_card,2,82.5
ord_001431,1,credit_card,4,48.5
ord_001998,1,credit_card,2,102.04
ord_001280,1,credit_card,1,94.28
ord_001405,1,credit_card,6,26.9
ord_001169,1,credit_card,10,268.48
ord_000591,1,credit_card,5,289.56
ord_000341,1,credit_card,3,236.84
ord_001830,1,credit_card,1,283.38
ord_001822,1,credit_card,9,214.57
ord_000403,1,credit_card,8,408.13
ord_000288,1,credit_card,6,140.25
ord_000989,1,credit_card,6,142.33
ord_000214,1,credit_card,4,295.17
ord_000532,1,credit_card,2,80.18
ord_000870,1,debit_card,1,27.19
ord_000742,1,credit_card,4,214.0
ord_001600,1,boleto,1,61.13
ord_001572,1,boleto,1,110.01
ord_001985,1,debit_card,1,58.5
ord_000211,1,credit_card,2,265.7
ord_000171,1,boleto,1,464.79
ord_000538,1,voucher,1,27.92
ord_001287,1,credit_card,7,57.21
ord_000802,1,credit_card,9,49.43
ord_000676,1,credit_card,2,176.58
ord_000390,1,credit_card,9,98.37
ord_000421,1,credit_card,9,105.3
ord_000062,1,credit_card,8,43.92
ord_000086,1,boleto,1,95.0
ord_001013,1,credit_card,1,70.58
ord_001609,1,boleto,1,152.25
ord_000491,1,credit_card,5,54.29
ord_000896,1,credit_card,10,153.56
ord_000060,1,credit_card,4,86.42
ord_000477,1,credit_card,7,79.51
ord_000320,1,credit_card,8,71.05
ord_000690,1,credit_card,10,176.85
ord_000052,1,credit_card,8,135.71
ord_000657,1,boleto,1,287.21
ord_000828,1,credit_card,2,58.72
ord_001101,1,boleto,1,25.73
ord_000119,1,credit_card,3,48.13
ord_000721,1,credit_card,10,78.89
ord_001206,1,credit_card,10,47.72
ord_000506,1,debit_card,1,32.21
ord_001674,1,credit_card,7,102.52
ord_000637,1,boleto,1,178.19
ord_000153,1,debit_card,1,214.96
ord_001042,1,credit_card,4,91.22
ord_001088,1,credit_card,6,111.02
ord_000497,1,boleto,1,217.18
ord_001772,1,credit_card,8,80.89
ord_000079,1,credit_card,8,235.04
ord_000059,1,credit_card,7,499.18
ord_001435,1,boleto,1,317.4
ord_000763,1,boleto,1,104.62
ord_000826,1,credit_card,2,141.29
ord_001085,1,credit_card,2,196.44
ord_001491,1,boleto,1,80.16
ord_001654,1,credit_card,3,244.79
ord_001103,1,credit_card,4,100.41
ord_001773,1,credit_card,1,282.68
ord_001863,1,boleto,1,61.16
ord_001707,1,boleto,1,21.6
ord_001512,1,credit_card,5,160.22
ord_000244,1,credit_card,7,104.18
ord_000208,1,credit_card,10,28.64
ord_000856,1,credit_card,5,113.61
ord_001111,1,credit_card,7,45.85
ord_001675,1,credit_card,5,159.1
ord_000600,1,credit_card,10,102.44
ord_000645,1,credit_card,8,46.28
ord_001978,1,boleto,1,94.33
ord_000039,1,credit_card,7,57.08
ord_001200,1,credit_card,1,168.22
ord_000478,1,credit_card,1,68.97
ord_001616,1,boleto,1,261.65
ord_000020,1,credit_card,5,22.0
ord_000221,1,credit_card,2,92.32
ord_001873,1,credit_card,9,154.39
ord_000275,1,boleto,1,23.2
ord_001724,1,boleto,1,54.04
ord_001178,1,credit_card,2,75.53
ord_000463,1,credit_card,9,23.09
ord_001433,1,credit_card,10,130.77
ord_001679,1,boleto,1,159.52
ord_000251,1,credit_card,2,56.14
ord_000212,1,credit_card,4,129.78
ord_001502,1,credit_card,3,1006.08
ord_001685,1,boleto,1,325.15
ord_000687,1,credit_card,6,28.46
ord_000419,1,credit_card,4,39.16
ord_001196,1,credit_card,9,115.48
ord_000507,1,credit_card,9,59.38
ord_000646,1,credit_card,10,31.82
ord_001652,1,credit_card,9,61.13
ord_000869,1,credit_card,3,28.84
ord_001227,1,credit_card,3,125.68
ord_001943,1,credit_card,4,114.34
ord_000492,1,credit_card,9,20.89
ord_000295,1,credit_card,6,112.23
ord_000457,1,credit_card,9,122.7
ord_001170,1,credit_card,8,150.29
ord_001262,1,credit_card,7,511.38
ord_000740,1,credit_card,5,587.93
ord_001791,1,credit_card,9,124.79
ord_000424,1,credit_card,4,281.17
ord_001008,1,boleto,1,32.46
ord_000292,1,credit_card,4,126.05
ord_000156,1,credit_card,8,179.04
ord_001984,1,credit_card,4,136.45
ord_001875,1,credit_card,7,56.72
ord_000350,1,credit_card,4,29.06
ord_001466,1,boleto,1,88.44
ord_001958,1,credit_card,1,166.04
ord_000243,1,credit_card,10,691.03
ord_001231,1,credit_card,9,57.78
ord_001452,1,credit_card,4,369.79
ord_001790,1,credit_card,3,29.9
ord_000972,1,credit_card,3,394.29
ord_000258,1,credit_card,9,270.04
ord_000585,1,credit_card,8,22.96
ord_000035,1,credit_card,10,69.57
ord_001153,1,credit_card,7,27.32
ord_000430,1,boleto,1,776.7
ord_001724,1,boleto,1,98.17
ord_001343,1,boleto,1,171.93
ord_000095,1,boleto,1,57.36
ord_000220,1,credit_card,7,399.98
ord_000301,1,credit_card,4,64.86
ord_001661,1,credit_card,3,62.2
ord_001209,1,boleto,1,72.89
ord_001061,1,credit_card,4,106.91
ord_000775,1,credit_card,6,22.62
ord_001646,1,boleto,1,147.53
ord_000400,1,boleto,1,24.5
ord_000690,1,boleto,1,128.47
ord_001166,1,credit_card,4,105.72
ord_000993,1,credit_card,4,58.89
ord_000134,1,credit_card,2,76.02
ord_001469,1,credit_card,7,191.22
ord_000661,1,credit_card,6,21.35
ord_001930,1,credit_card,2,73.3
ord_001312,1,credit_card,5,179.65
ord_001926,1,credit_card,6,43.13
ord_000258,1,credit_card,5,135.06
ord_001063,1,boleto,1,45.91
ord_000305,1,credit_card,4,43.54
ord_001307,1,credit_card,9,227.15
ord_001848,1,credit_card,3,63.39
ord_000526,1,credit_card,2,85.97
ord_000407,1,credit_card,9,203.32
ord_001383,1,credit_card,8,47.7
ord_000886,1,boleto,1,126.22
ord_000378,1,credit_card,9,369.84
ord_000469,1,boleto,1,132.99
ord_000873,1,credit_card,10,27.01
ord_001971,1,credit_card,3,144.72
ord_000990,1,credit_card,1,33.23
ord_001305,1,boleto,1,66.4
ord_001589,1,credit_card,1,285.29
ord_000011,1,credit_card,3,21.56
ord_000675,1,credit_card,4,31.22
ord_000695,1,credit_card,2,83.22
ord_001210,1,credit_card,8,1057.64
ord_001988,1,credit_card,3,68.32
ord_001573,1,credit_card,4,43.96
ord_000973,1,credit_card,6,131.61
ord_000009,1,credit_card,10,122.54
ord_000028,1,credit_card,6,103.6
ord_000823,1,credit_card,2,430.33
ord_000686,1,boleto,1,66.02
ord_001488,1,credit_card,6,68.61
ord_001663,1,credit_card,4,41.16
ord_000511,1,credit_card,5,187.3
ord_000502,1,credit_card,7,74.27
ord_000582,1,voucher,1,247.25
ord_001819,1,credit_card,7,519.37
ord_000778,1,credit_card,6,26.25
ord_001687,1,credit_card,10,717.12
ord_000661,1,credit_card,6,61.04
ord_001242,1,credit_card,6,96.29
ord_001453,1,voucher,1,230.55
ord_001662,1,boleto,1,173.25
ord_000003,1,credit_card,4,230.99
ord_001211,1,credit_card,3,107.92
ord_000043,1,boleto,1,366.88
ord_001635,1,credit_card,1,238.45
ord_000775,1,credit_card,3,71.79
ord_001435,1,credit_card,3,435.21
ord_001214,1,credit_card,9,474.38
ord_000042,1,credit_card,3,95.07
ord_001121,1,credit_card,8,167.76
ord_001796,1,voucher,1,256.06
ord_000730,1,credit_card,8,257.99
ord_001982,1,boleto,1,21.99
ord_000648,1,credit_card,3,158.82
ord_001876,1,credit_card,10,529.34
ord_000657,1,credit_card,10,56.84
ord_001541,1,credit_card,6,242.28
ord_001983,1,credit_card,8,126.97
ord_000881,1,boleto,1,55.05
ord_001929,1,credit_card,8,27.33
ord_001160,1,credit_card,10,219.75
ord_000510,1,credit_card,10,73.27
ord_001543,1,boleto,1,85.93
ord_000037,1,credit_card,9,112.97
ord_000823,1,credit_card,9,119.07
ord_000579,1,boleto,1,52.33
ord_001928,1,credit_card,8,175.49
ord_000837,1,credit_card,7,185.12
ord_000517,1,credit_card,10,41.49
ord_000785,1,credit_card,3,126.57
ord_001021,1,boleto,1,151.56
ord_000879,1,credit_card,7,48.85
ord_001082,1,credit_card,4,334.82
ord_000959,1,boleto,1,112.31
ord_000155,1,credit_card,2,37.11
ord_001896,1,boleto,1,76.99
ord_000113,1,credit_card,8,110.73
ord_001484,1,credit_card,2,21.43
ord_001628,1,credit_card,1,24.54
ord_000836,1,boleto,1,28.0
ord_001780,1,credit_card,5,128.15
ord_001820,1,boleto,1,77.34
ord_000601,1,credit_card,10,333.03
ord_000442,1,credit_card,9,134.69
ord_001714,1,credit_card,5,219.74
ord_000228,1,credit_card,2,182.68
ord_000874,1,credit_card,10,122.85
ord_001603,1,boleto,1,211.16
ord_001146,1,credit_card,4,130.15
ord_000671,1,credit_card,8,88.16
ord_001381,1,voucher,1,100.13
ord_001292,1,credit_card,7,275.26
ord_000695,1,boleto,1,135.98
ord_001509,1,credit_card,5,86.32
ord_000869,1,credit_card,4,47.74
ord_001028,1,credit_card,5,115.75
ord_001502,1,credit_card,7,60.72
ord_000121,1,credit_card,5,455.97
ord_000742,1,voucher,1,114.54
ord_001834,1,boleto,1,21.26
ord_001510,1,credit_card,8,33.65
ord_001243,1,debit_card,1,66.83
ord_000694,1,credit_card,7,33.54
ord_001302,1,boleto,1,334.15
ord_000257,1,credit_card,7,289.72
ord_001328,1,credit_card,9,515.0
ord_000043,1,credit_card,8,191.61
ord_000870,1,credit_card,8,165.17
ord_000916,1,credit_card,6,379.86
ord_001554,1,credit_card,7,429.65
ord_001734,1,credit_card,8,313.94
ord_001713,1,credit_card,5,296.74
ord_000588,1,voucher,1,175.94
ord_000913,1,credit_card,10,20.23
ord_001717,1,credit_card,2,98.58
ord_001174,1,credit_card,7,161.35
ord_000594,1,credit_card,10,130.9
ord_001034,1,credit_card,3,260.95
ord_000792,1,boleto,1,259.22
ord_000212,1,credit_card,10,147.82
ord_001676,1,credit_card,8,23.11
ord_001284,1,boleto,1,84.54
ord_001962,1,boleto,1,56.38
ord_001406,1,credit_card,6,77.92
ord_001413,1,credit_card,4,154.47
ord_000922,1,credit_card,2,29.63
ord_001764,1,credit_card,7,23.15
ord_001979,1,credit_card,1,100.39
ord_001982,1,credit_card,7,240.89
ord_000336,1,credit_card,10,24.37
ord_001029,1,credit_card,10,284.71
ord_000922,1,credit_card,7,87.8
ord_000083,1,credit_card,10,37.62
ord_001030,1,credit_card,3,137.34
ord_000152,1,credit_card,4,446.17
ord_001759,1,credit_card,4,129.48
ord_001205,1,credit_card,4,182.45
ord_001799,1,credit_card,9,257.32
ord_001802,1,credit_card,6,244.86
ord_001191,1,credit_card,10,30.63
ord_001494,1,credit_card,9,209.13
ord_000078,1,credit_card,4,437.87
ord_000412,1,credit_card,7,188.86
ord_001578,1,boleto,1,273.48
ord_001598,1,credit_card,10,113.05
ord_000381,1,credit_card,9,73.8
ord_000948,1,credit_card,10,177.89
ord_000790,1,credit_card,3,114.87
ord_000313,1,credit_card,3,335.92
ord_000864,1,credit_card,6,533.02
ord_000395,1,credit_card,8,259.92
ord_001934,1,credit_card,1,708.39
ord_000543,1,credit_card,4,79.96
ord_000004,1,voucher,1,336.54
ord_000109,1,boleto,1,76.05
ord_000918,1,credit_card,8,37.58
ord_000886,1,credit_card,6,155.97
ord_000093,1,credit_card,2,104.97
ord_001123,1,credit_card,8,376.61
ord_000192,1,boleto,1,114.87
ord_000333,1,credit_card,1,387.64
ord_001236,1,credit_card,1,31.47
ord_001619,1,voucher,1,268.5
ord_001231,1,boleto,1,219.28
ord_000627,1,boleto,1,198.2
ord_000986,1,boleto,1,81.42
ord_001788,1,credit_card,7,234.39
ord_000573,1,credit_card,10,112.44
ord_000356,1,credit_card,3,195.84
ord_001926,1,credit_card,8,132.49
ord_001277,1,credit_card,9,43.98
ord_000591,1,boleto,1,29.34
ord_000196,1,credit_card,8,83.84
ord_000262,1,credit_card,1,397.99
ord_000322,1,credit_card,1,125.62
ord_000420,1,credit_card,6,246.86
ord_001522,1,boleto,1,140.11
ord_001935,1,credit_card,1,463.5
ord_000332,1,credit_card,8,84.56
ord_001320,1,credit_card,6,28.22
ord_001260,1,credit_card,5,232.4
ord_000681,1,boleto,1,191.13
ord_000007,1,credit_card,6,124.97
ord_000534,1,voucher,1,75.31
ord_000072,1,voucher,1,49.2
ord_001524,1,debit_card,1,112.16
ord_000618,1,credit_card,4,173.61
ord_000139,1,voucher,1,141.08
ord_001410,1,credit_card,1,100.55
ord_000542,1,boleto,1,128.62
ord_000324,1,boleto,1,35.99
ord_000949,1,boleto,1,186.63
ord_000601,1,boleto,1,205.53
ord_001941,1,credit_card,7,21.61
ord_001689,1,credit_card,10,64.16
ord_000073,1,credit_card,9,33.53
ord_000840,1,boleto,1,907.32
ord_001413,1,credit_card,4,145.97
ord_001262,1,credit_card,4,107.76
ord_000988,1,credit_card,9,107.05
ord_001346,1,credit_card,4,488.44
ord_001365,1,voucher,1,170.97
ord_001787,1,credit_card,10,45.86
ord_001329,1,boleto,1,103.23
ord_001032,1,credit_card,4,228.33
ord_001231,1,boleto,1,97.07
ord_000411,1,credit_card,8,71.85
ord_000258,1,credit_card,4,682.88
ord_001820,1,boleto,1,404.05
ord_000651,1,credit_card,9,417.57
ord_001070,1,credit_card,8,39.77
ord_000126,1,credit_card,5,57.37
ord_001045,1,credit_card,9,101.69
ord_001194,1,credit_card,8,269.84
ord_000544,1,credit_card,10,206.89
ord_001440,1,credit_card,4,285.29
ord_000455,1,credit_card,4,374.94
ord_000662,1,credit_card,1,232.47
ord_001230,1,credit_card,4,62.49
ord_001357,1,voucher,1,67.05
ord_001045,1,credit_card,8,80.85
ord_000918,1,boleto,1,70.55
ord_001826,1,credit_card,5,60.11
ord_001674,1,credit_card,6,215.48
ord_001089,1,credit_card,4,24.84
ord_001601,1,credit_card,5,202.48
ord_000088,1,credit_card,10,262.87
ord_001859,1,credit_card,8,29.57
ord_001503,1,boleto,1,28.94
ord_001067,1,credit_card,9,67.06
ord_001907,1,boleto,1,52.7
ord_001961,1,voucher,1,141.83
ord_001165,1,credit_card,3,177.54
ord_001398,1,credit_card,10,160.77
ord_000516,1,credit_card,4,81.9
ord_000500,1,credit_card,1,116.59
ord_001303,1,credit_card,5,163.03
ord_000326,1,boleto,1,37.81
ord_001442,1,debit_card,1,56.5
ord_000553,1,boleto,1,329.65
ord_001938,1,credit_card,4,78.67
ord_000888,1,credit_card,6,246.13
ord_000996,1,credit_card,6,60.46
ord_001626,1,credit_card,10,25.95
ord_000993,1,credit_card,6,117.15
ord_001792,1,credit_card,3,332.21
ord_000929,1,boleto,1,259.52
ord_000921,1,boleto,1,60.83
ord_000308,1,credit_card,7,357.01
ord_000657,1,voucher,1,111.47
ord_001331,1,credit_card,3,27.03
ord_001923,1,credit_card,6,23.97
ord_001847,1,boleto,1,112.93
ord_000470,1,debit_card,1,130.65
ord_001208,1,credit_card,10,31.66
ord_001655,1,credit_card,1,377.58
ord_000625,1,boleto,1,197.33
ord_000291,1,credit_card,8,246.22
ord_000249,1,credit_card,7,142.8
ord_000324,1,credit_card,9,172.5
ord_001467,1,boleto,1,88.71
ord_000604,1,credit_card,3,179.21
ord_000059,1,boleto,1,555.51
ord_001021,1,credit_card,8,166.06
ord_000269,1,credit_card,2,78.52
ord_001342,1,voucher,1,67.01
ord_000094,1,credit_card,9,482.87
ord_001278,1,credit_card,1,48.64
ord_000687,1,credit_card,10,249.73
ord_001484,1,boleto,1,107.64
ord_000515,1,credit_card,7,102.12
ord_000533,1,credit_card,10,212.71
ord_001128,1,credit_card,1,42.43
ord_001857,1,credit_card,6,107.91
ord_000402,1,credit_card,1,25.11
ord_001805,1,credit_card,4,175.39
ord_000967,1,credit_card,7,28.42
ord_001357,1,credit_card,2,32.79
ord_000721,1,credit_card,3,280.85
ord_000877,1,boleto,1,101.92
ord_000608,1,credit_card,4,51.41
ord_000093,1,credit_card,6,145.71
ord_001581,1,credit_card,9,122.55
ord_000574,1,credit_card,4,94.08
ord_001566,1,credit_card,6,350.16
ord_000971,1,credit_card,7,213.78
ord_001806,1,boleto,1,43.02
ord_000437,1,credit_card,4,138.41
ord_001034,1,boleto,1,33.01
ord_000456,1,credit_card,6,59.28
ord_000415,1,credit_card,3,356.9
ord_001542,1,credit_card,5,106.81
ord_001399,1,voucher,1,331.72
ord_001555,1,credit_card,10,45.41
ord_001548,1,credit_card,4,52.18
ord_001397,1,credit_card,7,80.92
ord_000704,1,credit_card,6,83.87
ord_001639,1,credit_card,7,211.46
ord_000882,1,credit_card,6,148.07
ord_000762,1,credit_card,2,132.81
ord_001780,1,credit_card,7,149.11
ord_001874,1,boleto,1,204.45
ord_001463,1,debit_card,1,332.65
ord_001219,1,credit_card,8,95.0
ord_000265,1,credit_card,7,247.38
ord_000507,1,credit_card,4,115.67
ord_000646,1,credit_card,4,199.26
ord_000897,1,credit_card,5,310.92
ord_001450,1,credit_card,9,24.58
ord_000861,1,voucher,1,130.75
ord_001975,1,credit_card,5,656.31
ord_000689,1,credit_card,2,115.99
ord_000867,1,credit_card,5,299.63
ord_001123,1,credit_card,3,48.79
ord_001054,1,boleto,1,149.79
ord_001315,1,credit_card,10,305.96
ord_001599,1,voucher,1,99.07
ord_000487,1,credit_card,8,113.37
ord_001430,1,credit_card,10,31.98
ord_001963,1,debit_card,1,26.03
ord_000028,1,credit_card,10,108.54
ord_001170,1,credit_card,2,279.64
ord_000288,1,boleto,1,394.97
ord_000581,1,credit_card,4,170.48
ord_000950,1,credit_card,5,265.14
ord_000252,1,credit_card,4,205.85
ord_001186,1,credit_card,5,189.25
ord_000927,1,credit_card,10,225.17
ord_000110,1,boleto,1,118.53
ord_001889,1,credit_card,4,105.73
ord_000644,1,credit_card,3,44.27
ord_000398,1,credit_card,1,279.94
ord_001295,1,credit_card,4,26.39
ord_001212,1,credit_card,9,63.57
ord_001556,1,credit_card,1,122.73
ord_000276,1,credit_card,7,518.58
ord_000689,1,credit_card,3,235.83
ord_001635,1,credit_card,8,84.39
ord_000247,1,credit_card,6,195.22
ord_001348,1,credit_card,1,395.06
ord_001042,1,boleto,1,128.37
ord_000408,1,credit_card,10,106.77
ord_001435,1,credit_card,5,132.73
ord_001825,1,credit_card,8,72.26
ord_000125,1,credit_card,3,353.05
ord_001344,1,debit_card,1,243.43
ord_000153,1,credit_card,4,191.14
ord_001605,1,credit_card,7,144.51
ord_000658,1,credit_card,6,508.49
ord_001581,1,credit_card,7,69.48
ord_001902,1,credit_card,9,66.6
ord_000020,1,boleto,1,58.82
ord_001827,1,credit_card,9,209.55
ord_000247,1,boleto,1,243.43
ord_001414,1,credit_card,2,147.27
ord_001371,1,boleto,1,167.77
ord_001500,1,credit_card,3,80.09
ord_001227,1,credit_card,4,25.68
ord_001033,1,voucher,1,60.96
ord_001716,1,credit_card,6,142.89
ord_001692,1,credit_card,5,254.68
ord_000531,1,boleto,1,230.2
ord_000103,1,credit_card,6,47.7
ord_001270,1,credit_card,8,27.39
ord_000597,1,boleto,1,286.12
ord_001343,1,debit_card,1,31.0
ord_000351,1,credit_card,2,89.96
ord_000234,1,credit_card,6,33.86
ord_001671,1,credit_card,9,136.23
ord_000037,1,credit_card,5,83.21
ord_001369,1,credit_card,1,51.68
ord_001628,1,boleto,1,146.6
ord_000292,1,credit_card,8,83.22
ord_000017,1,credit_card,4,45.55
ord_000090,1,credit_card,8,188.6
ord_001372,1,voucher,1,273.8
ord_000677,1,credit_card,4,64.78
ord_000977,1,voucher,1,48.88
ord_001468,1,voucher,1,30.95
ord_000253,1,boleto,1,125.08
ord_000817,1,boleto,1,269.14
ord_001617,1,boleto,1,60.42
ord_000184,1,boleto,1,106.43
ord_000290,1,credit_card,8,44.54
ord_000761,1,credit_card,9,92.5
ord_001239,1,credit_card,5,22.18
ord_000158,1,credit_card,5,358.25
ord_000923,1,credit_card,2,178.03
ord_000691,1,credit_card,9,76.66
ord_000393,1,boleto,1,318.24
ord_001044,1,credit_card,4,48.28
ord_001495,1,credit_card,3,31.48
ord_000431,1,boleto,1,420.13
ord_001683,1,credit_card,2,71.75
ord_000997,1,credit_card,3,404.78
ord_001005,1,boleto,1,162.11
ord_001092,1,credit_card,4,567.98
ord_001101,1,credit_card,9,216.01
ord_000102,1,credit_card,6,35.61
ord_000652,1,credit_card,10,287.69
ord_000893,1,boleto,1,42.4
ord_000585,1,credit_card,5,184.96
ord_000207,1,voucher,1,117.15
ord_000213,1,credit_card,9,192.21
ord_000079,1,credit_card,8,222.74
ord_001137,1,boleto,1,247.91
ord_001789,1,voucher,1,272.24
ord_000133,1,credit_card,6,283.03
ord_001221,1,credit_card,3,94.48
ord_001049,1,credit_card,7,328.04
ord_000472,1,credit_card,10,198.01
ord_001637,1,credit_card,6,275.66
ord_001781,1,boleto,1,653.84
ord_001567,1,credit_card,8,37.33
ord_001966,1,credit_card,6,84.81
ord_000290,1,credit_card,10,249.98
ord_001280,1,boleto,1,32.64
ord_001961,1,credit_card,4,128.95
ord_001230,1,credit_card,10,293.66
ord_001499,1,credit_card,7,22.68
ord_001007,1,credit_card,7,412.76
ord_001092,1,credit_card,8,555.26
ord_001239,1,credit_card,2,74.46
ord_000634,1,credit_card,6,223.81
ord_000422,1,credit_card,3,39.04
ord_000558,1,credit_card,8,227.51
ord_000581,1,credit_card,4,111.96
ord_000539,1,credit_card,4,295.53
ord_001707,1,boleto,1,53.46
ord_001781,1,credit_card,2,176.34
ord_000462,1,credit_card,6,235.93
ord_001479,1,credit_card,6,51.68
ord_001006,1,credit_card,1,258.75
ord_000301,1,credit_card,8,463.76
ord_001810,1,credit_card,3,154.02
ord_001312,1,credit_card,1,235.1
ord_001785,1,credit_card,10,126.47
ord_001026,1,voucher,1,147.62
ord_001961,1,credit_card,1,21.88
ord_001044,1,credit_card,1,124.01
ord_001501,1,voucher,1,139.98
ord_000954,1,credit_card,5,175.23
ord_001515,1,credit_card,5,45.98
ord_000986,1,credit_card,1,58.67
ord_000806,1,credit_card,5,217.48
ord_000257,1,credit_card,7,45.69
ord_000453,1,credit_card,5,95.31
ord_000438,1,credit_card,9,60.37
ord_001785,1,credit_card,4,130.3
ord_000398,1,credit_card,9,626.61
ord_001177,1,credit_card,8,287.51
ord_000649,1,boleto,1,63.96
ord_000222,1,credit_card,1,84.38
ord_001747,1,boleto,1,371.23
ord_001725,1,credit_card,4,339.99
ord_001460,1,credit_card,7,44.5
ord_001768,1,credit_card,1,267.47
ord_000136,1,boleto,1,69.46
ord_001552,1,credit_card,8,129.88
ord_000626,1,credit_card,2,20.72
ord_000776,1,credit_card,8,939.0
ord_001303,1,credit_card,4,220.44
ord_000585,1,credit_card,8,58.74
ord_001760,1,credit_card,1,181.19
ord_000485,1,boleto,1,68.6
ord_001570,1,boleto,1,33.12
ord_001269,1,voucher,1,97.55
ord_001774,1,credit_card,5,153.17
