trip_id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance_miles,pickup_location_id,dropoff_location_id,rate_code_id,payment_type,fare_amount,extra_surcharge,mta_tax,tip_amount,tolls_amount,congestion_surcharge,total_amount,trip_duration_minutes,pickup_hour,pickup_day_of_week,pickup_date,pickup_year_month
trip_0001414,1,2024-04-25 04:11:00,2024-04-25 04:22:17,1,3.72,249,48,1,Credit Card,18.88,1.0,0.5,4.72,0.0,2.75,27.85,11.3,4,Thursday,2024-04-25,2024-04
trip_0001415,1,2024-05-14 15:15:00,2024-05-14 15:36:34,1,8.02,145,100,1,Credit Card,35.84,1.0,0.5,7.17,0.0,2.75,47.26,21.6,15,Tuesday,2024-05-14,2024-05
trip_0001416,1,2024-05-15 15:18:00,2024-05-15 15:30:12,2,3.98,141,80,1,Cash,20.05,1.0,0.5,4.01,0.0,2.75,28.31,12.2,15,Wednesday,2024-05-15,2024-05
trip_0001417,2,2024-03-28 13:50:00,2024-03-28 14:01:55,6,5.02,50,145,1,Cash,22.77,1.0,0.5,3.42,0.0,2.75,30.44,11.9,13,Thursday,2024-03-28,2024-03
trip_0001418,2,2024-05-17 16:05:00,2024-05-17 16:26:00,1,6.86,170,143,1,Credit Card,32.37,2.5,0.5,8.09,0.0,2.75,46.21,21.0,16,Friday,2024-05-17,2024-05
trip_0001419,2,2024-05-03 22:25:00,2024-05-03 22:33:57,4,3.32,50,80,1,No Charge,16.61,1.0,0.5,3.32,0.0,2.75,24.18,9.0,22,Friday,2024-05-03,2024-05
trip_0001420,1,2024-05-10 00:17:00,2024-05-10 00:34:54,1,21.45,170,138,2,Credit Card,70.94,1.0,0.5,17.74,6.55,2.75,99.48,17.9,0,Friday,2024-05-10,2024-05
trip_0001421,2,2024-05-24 16:55:00,2024-05-24 17:02:21,1,1.59,236,249,1,Credit Card,11.05,2.5,0.5,2.21,0.0,2.75,19.01,7.4,16,Friday,2024-05-24,2024-05
trip_0001422,2,2024-01-01 21:12:00,2024-01-01 21:19:51,1,1.9,145,193,1,Credit Card,12.15,1.0,0.5,1.82,0.0,2.75,18.22,7.9,21,Monday,2024-01-01,2024-01
trip_0001423,2,2024-01-10 07:19:00,2024-01-10 07:43:51,1,6.93,143,186,1,Credit Card,34.49,1.0,0.5,6.9,0.0,2.75,45.64,24.9,7,Wednesday,2024-01-10,2024-01
trip_0001424,1,2024-05-22 14:51:00,2024-05-22 15:30:31,1,9.41,238,231,1,Credit Card,48.64,1.0,0.5,7.3,0.0,2.75,60.19,39.5,14,Wednesday,2024-05-22,2024-05
trip_0001425,2,2024-03-13 05:47:00,2024-03-13 06:14:15,4,5.37,43,145,1,Credit Card,31.4,1.0,0.5,0.0,0.0,2.75,35.65,27.3,5,Wednesday,2024-03-13,2024-03
trip_0001426,2,2024-02-12 16:17:00,2024-02-12 16:24:55,1,3.16,7,140,1,Cash,15.66,2.5,0.5,3.92,0.0,2.75,25.33,7.9,16,Monday,2024-02-12,2024-02
trip_0001427,2,2024-02-14 16:12:00,2024-02-14 16:30:25,2,7.47,162,33,1,Credit Card,32.75,2.5,0.5,6.55,0.0,2.75,45.05,18.4,16,Wednesday,2024-02-14,2024-02
trip_0001428,1,2024-04-17 19:01:00,2024-04-17 19:12:30,1,3.68,7,143,1,Credit Card,18.88,2.5,0.5,0.0,0.0,2.75,24.63,11.5,19,Wednesday,2024-04-17,2024-04
trip_0001429,2,2024-04-21 07:58:00,2024-04-21 08:15:33,1,4.41,79,145,1,Credit Card,23.91,1.0,0.5,3.59,0.0,2.75,31.75,17.6,7,Sunday,2024-04-21,2024-04
trip_0001430,1,2024-05-04 05:30:00,2024-05-04 05:36:39,2,1.33,163,186,1,Credit Card,9.98,1.0,0.5,2.5,0.0,2.75,16.73,6.7,5,Saturday,2024-05-04,2024-05
trip_0001431,1,2024-04-19 21:52:00,2024-04-19 22:06:59,1,16.56,138,1,2,Credit Card,56.04,1.0,0.5,14.01,6.55,2.75,80.85,15.0,21,Friday,2024-04-19,2024-04
trip_0001432,2,2024-05-26 05:12:00,2024-05-26 05:54:59,3,12.41,100,249,1,Cash,58.62,1.0,0.5,0.0,0.0,2.75,62.87,43.0,5,Sunday,2024-05-26,2024-05
trip_0001433,2,2024-05-11 16:28:00,2024-05-11 16:42:41,5,6.27,48,239,1,Credit Card,27.59,2.5,0.5,5.52,0.0,2.75,38.86,14.7,16,Saturday,2024-05-11,2024-05
trip_0001434,2,2024-06-15 02:25:00,2024-06-15 02:44:34,4,3.83,231,249,1,No Charge,23.32,1.0,0.5,3.5,0.0,2.75,31.07,19.6,2,Saturday,2024-06-15,2024-06
trip_0001435,1,2024-03-21 02:55:00,2024-03-21 03:22:38,1,11.18,162,48,1,Cash,47.57,1.0,0.5,9.51,0.0,2.75,61.33,27.6,2,Thursday,2024-03-21,2024-03
trip_0001436,2,2024-02-22 13:50:00,2024-02-22 14:03:52,1,4.49,186,231,1,Credit Card,22.29,1.0,0.5,0.0,0.0,2.75,26.54,13.9,13,Thursday,2024-02-22,2024-02
trip_0001437,2,2024-06-12 10:20:00,2024-06-12 10:40:11,1,12.02,138,100,2,Credit Card,46.15,1.0,0.5,6.92,6.55,2.75,63.87,20.2,10,Wednesday,2024-06-12,2024-06
trip_0001438,2,2024-01-15 23:19:00,2024-01-15 23:42:19,4,7.14,61,143,1,Credit Card,34.3,1.0,0.5,0.0,0.0,2.75,38.55,23.3,23,Monday,2024-01-15,2024-01
trip_0001439,2,2024-01-12 07:30:00,2024-01-12 08:08:22,6,12.87,255,43,1,Credit Card,57.58,1.0,0.5,8.64,0.0,2.75,70.47,38.4,7,Friday,2024-01-12,2024-01
trip_0001440,2,2024-06-16 11:17:00,2024-06-16 11:28:37,1,4.83,238,18,1,Credit Card,22.1,1.0,0.5,5.52,0.0,2.75,31.87,11.6,11,Sunday,2024-06-16,2024-06
trip_0001441,2,2024-01-18 09:57:00,2024-01-18 10:07:33,2,3.02,162,7,1,Cash,16.58,1.0,0.5,0.0,0.0,2.75,20.83,10.6,9,Thursday,2024-01-18,2024-01
trip_0001442,2,2024-05-12 04:24:00,2024-05-12 04:41:16,1,19.66,170,138,2,Credit Card,65.7,1.0,0.5,13.14,6.55,2.75,89.64,17.3,4,Sunday,2024-05-12,2024-05
trip_0001443,1,2024-05-16 23:55:00,2024-05-17 00:34:26,1,10.1,79,249,1,Credit Card,50.5,1.0,0.5,7.57,0.0,2.75,62.32,39.4,23,Thursday,2024-05-16,2024-05
trip_0001444,2,2024-01-26 06:43:00,2024-01-26 06:58:18,1,6.21,141,186,1,Cash,27.73,1.0,0.5,5.55,0.0,2.75,37.53,15.3,6,Friday,2024-01-26,2024-01
trip_0001445,2,2024-04-04 15:40:00,2024-04-04 15:51:35,2,20.74,1,43,1,Cash,65.83,1.0,0.5,13.17,0.0,2.75,83.25,11.6,15,Thursday,2024-04-04,2024-04
trip_0001446,1,2024-03-11 23:55:00,2024-03-12 00:21:36,1,11.94,68,68,1,Credit Card,49.14,1.0,0.5,0.0,0.0,2.75,53.39,26.6,23,Monday,2024-03-11,2024-03
trip_0001447,1,2024-03-03 09:16:00,2024-03-03 09:33:31,2,6.62,238,142,1,Credit Card,29.97,1.0,0.5,4.5,0.0,2.75,38.72,17.5,9,Sunday,2024-03-03,2024-03
trip_0001448,1,2024-03-17 05:15:00,2024-03-17 05:27:59,2,2.79,143,79,1,Credit Card,17.17,1.0,0.5,2.58,0.0,2.75,24.0,13.0,5,Sunday,2024-03-17,2024-03
trip_0001449,2,2024-04-26 08:15:00,2024-04-26 08:40:52,3,15.24,138,230,2,Credit Card,57.84,1.0,0.5,0.0,6.55,2.75,68.64,25.9,8,Friday,2024-04-26,2024-04
trip_0001450,2,2024-05-15 18:14:00,2024-05-15 18:29:29,1,13.32,164,132,2,Credit Card,47.37,2.5,0.5,7.11,6.55,2.75,66.78,15.5,18,Wednesday,2024-05-15,2024-05
trip_0001451,2,2024-05-30 04:52:00,2024-05-30 05:09:47,5,5.0,249,18,1,No Charge,25.64,1.0,0.5,3.85,0.0,2.75,33.74,17.8,4,Thursday,2024-05-30,2024-05
trip_0001452,1,2024-06-18 05:49:00,2024-06-18 06:06:59,1,7.56,162,255,1,Credit Card,32.79,1.0,0.5,6.56,0.0,2.75,43.6,18.0,5,Tuesday,2024-06-18,2024-06
trip_0001453,1,2024-05-03 09:02:00,2024-05-03 09:12:13,1,4.07,18,140,1,Credit Card,19.31,1.0,0.5,2.9,0.0,2.75,26.46,10.2,9,Friday,2024-05-03,2024-05
trip_0001454,2,2024-03-12 00:40:00,2024-03-12 01:00:38,1,7.59,256,143,1,Credit Card,34.19,1.0,0.5,6.84,0.0,2.75,45.28,20.6,0,Tuesday,2024-03-12,2024-03
trip_0001455,1,2024-03-06 14:28:00,2024-03-06 14:42:05,1,5.86,236,50,1,Credit Card,26.16,1.0,0.5,5.23,0.0,2.75,35.64,14.1,14,Wednesday,2024-03-06,2024-03
trip_0001456,1,2024-05-07 18:16:00,2024-05-07 18:30:19,1,3.46,164,234,1,Credit Card,19.68,2.5,0.5,2.95,0.0,2.75,28.38,14.3,18,Tuesday,2024-05-07,2024-05
trip_0001457,2,2024-05-17 10:40:00,2024-05-17 11:16:03,1,15.81,236,43,1,Credit Card,64.51,1.0,0.5,12.9,0.0,2.75,81.66,36.1,10,Friday,2024-05-17,2024-05
trip_0001458,1,2024-04-03 06:05:00,2024-04-03 06:17:53,2,5.69,80,161,1,Credit Card,25.1,1.0,0.5,5.02,0.0,2.75,34.37,12.9,6,Wednesday,2024-04-03,2024-04
trip_0001459,1,2024-01-22 18:13:00,2024-01-22 18:27:04,2,5.29,61,249,1,Credit Card,24.58,2.5,0.5,3.69,0.0,2.75,34.02,14.1,18,Monday,2024-01-22,2024-01
trip_0001460,1,2024-05-07 13:07:00,2024-05-07 13:28:42,1,14.85,141,138,2,Credit Card,54.69,1.0,0.5,10.94,6.55,2.75,76.43,21.7,13,Tuesday,2024-05-07,2024-05
trip_0001461,2,2024-03-09 06:12:00,2024-03-09 06:39:03,1,6.91,7,90,1,Credit Card,35.54,1.0,0.5,0.0,0.0,2.75,39.79,27.1,6,Saturday,2024-03-09,2024-03
trip_0001462,1,2024-01-10 21:56:00,2024-01-10 22:09:37,1,5.04,256,161,1,Cash,23.67,1.0,0.5,0.0,0.0,2.75,27.92,13.6,21,Wednesday,2024-01-10,2024-01
trip_0001463,1,2024-04-07 00:06:00,2024-04-07 00:25:52,1,7.78,163,142,1,Credit Card,34.33,1.0,0.5,5.15,0.0,2.75,43.73,19.9,0,Sunday,2024-04-07,2024-04
trip_0001464,1,2024-01-18 09:36:00,2024-01-18 09:52:23,1,6.18,79,249,1,Credit Card,28.19,1.0,0.5,5.64,0.0,2.75,38.08,16.4,9,Thursday,2024-01-18,2024-01
trip_0001465,2,2024-02-29 21:41:00,2024-02-29 21:45:14,1,1.44,186,234,1,Credit Card,9.08,1.0,0.5,0.0,0.0,2.75,13.33,4.2,21,Thursday,2024-02-29,2024-02
trip_0001466,2,2024-02-15 14:41:00,2024-02-15 14:55:09,1,3.75,231,141,1,Credit Card,20.39,1.0,0.5,4.08,0.0,2.75,28.72,14.2,14,Thursday,2024-02-15,2024-02
trip_0001467,1,2024-03-21 00:37:00,2024-03-21 01:04:42,1,11.19,249,163,1,Credit Card,47.63,1.0,0.5,0.0,0.0,2.75,51.88,27.7,0,Thursday,2024-03-21,2024-03
trip_0001468,1,2024-03-15 13:26:00,2024-03-15 13:41:54,1,5.12,143,186,1,Credit Card,25.04,1.0,0.5,5.01,0.0,2.75,34.3,15.9,13,Friday,2024-03-15,2024-03
trip_0001469,2,2024-02-10 21:51:00,2024-02-10 22:17:58,1,11.63,231,164,1,Cash,48.47,1.0,0.5,9.69,0.0,2.75,62.41,27.0,21,Saturday,2024-02-10,2024-02
trip_0001470,1,2024-06-19 01:38:00,2024-06-19 01:57:45,1,8.7,43,7,1,Credit Card,36.81,1.0,0.5,7.36,0.0,2.75,48.42,19.8,1,Wednesday,2024-06-19,2024-06
trip_0001471,1,2024-02-20 14:29:00,2024-02-20 14:37:54,1,1.87,33,164,1,Credit Card,12.6,1.0,0.5,2.52,0.0,2.75,19.37,8.9,14,Tuesday,2024-02-20,2024-02
trip_0001472,1,2024-03-24 09:01:00,2024-03-24 09:12:52,1,4.89,164,231,1,Credit Card,22.38,1.0,0.5,4.48,0.0,2.75,31.11,11.9,9,Sunday,2024-03-24,2024-03
trip_0001473,1,2024-02-13 09:31:00,2024-02-13 09:47:27,1,3.12,249,164,1,No Charge,19.81,1.0,0.5,3.96,0.0,2.75,28.02,16.5,9,Tuesday,2024-02-13,2024-02
trip_0001474,1,2024-06-25 17:37:00,2024-06-25 18:11:03,1,8.78,143,18,1,Credit Card,44.18,2.5,0.5,8.84,0.0,2.75,58.77,34.1,17,Tuesday,2024-06-25,2024-06
trip_0001475,1,2024-01-27 04:37:00,2024-01-27 04:52:03,5,4.06,68,234,1,Credit Card,21.69,1.0,0.5,0.0,0.0,2.75,25.94,15.1,4,Saturday,2024-01-27,2024-01
trip_0001476,2,2024-04-27 09:01:00,2024-04-27 09:11:44,6,4.34,193,161,1,Credit Card,20.31,1.0,0.5,3.05,0.0,2.75,27.61,10.7,9,Saturday,2024-04-27,2024-04
trip_0001477,1,2024-04-04 16:30:00,2024-04-04 16:46:03,1,5.5,239,186,1,Cash,26.16,2.5,0.5,3.92,0.0,2.75,35.83,16.1,16,Thursday,2024-04-04,2024-04
trip_0001478,2,2024-05-09 07:27:00,2024-05-09 07:48:00,1,7.59,79,234,1,Cash,34.38,1.0,0.5,5.16,0.0,2.75,43.79,21.0,7,Thursday,2024-05-09,2024-05
trip_0001479,1,2024-03-29 20:27:00,2024-03-29 21:00:03,1,6.5,186,33,1,Cash,37.4,1.0,0.5,5.61,0.0,2.75,47.26,33.1,20,Friday,2024-03-29,2024-03
trip_0001480,1,2024-04-22 04:40:00,2024-04-22 04:53:40,1,5.55,164,234,1,Credit Card,25.1,1.0,0.5,5.02,0.0,2.75,34.37,13.7,4,Monday,2024-04-22,2024-04
trip_0001481,1,2024-04-02 10:07:00,2024-04-02 10:25:31,1,4.62,249,230,1,Credit Card,24.96,1.0,0.5,0.0,0.0,2.75,29.21,18.5,10,Tuesday,2024-04-02,2024-04
trip_0001482,2,2024-03-28 13:16:00,2024-03-28 13:35:29,1,6.91,143,50,1,Credit Card,31.74,1.0,0.5,4.76,0.0,2.75,40.75,19.5,13,Thursday,2024-03-28,2024-03
trip_0001483,1,2024-06-27 05:30:00,2024-06-27 05:51:17,1,8.08,145,79,1,Credit Card,35.87,1.0,0.5,5.38,0.0,2.75,45.5,21.3,5,Thursday,2024-06-27,2024-06
trip_0001484,2,2024-05-25 09:46:00,2024-05-25 10:00:56,1,5.62,230,186,1,Cash,25.93,1.0,0.5,0.0,0.0,2.75,30.18,14.9,9,Saturday,2024-05-25,2024-05
trip_0001485,2,2024-04-29 01:22:00,2024-04-29 01:43:08,2,14.21,138,68,2,Credit Card,52.65,1.0,0.5,7.9,6.55,2.75,71.35,21.1,1,Monday,2024-04-29,2024-04
trip_0001486,2,2024-06-28 16:18:00,2024-06-28 16:36:17,1,6.37,80,234,1,Credit Card,29.67,2.5,0.5,4.45,0.0,2.75,39.87,18.3,16,Friday,2024-06-28,2024-06
trip_0001487,1,2024-04-10 02:55:00,2024-04-10 03:17:46,2,5.26,237,170,1,Credit Card,28.86,1.0,0.5,5.77,0.0,2.75,38.88,22.8,2,Wednesday,2024-04-10,2024-04
trip_0001488,2,2024-01-30 01:49:00,2024-01-30 02:05:33,1,3.6,255,140,1,Credit Card,21.18,1.0,0.5,5.3,0.0,2.75,30.73,16.6,1,Tuesday,2024-01-30,2024-01
trip_0001489,1,2024-04-22 17:54:00,2024-04-22 18:07:58,2,5.13,239,237,1,Credit Card,24.1,2.5,0.5,4.82,0.0,2.75,34.67,14.0,17,Monday,2024-04-22,2024-04
trip_0001490,1,2024-01-14 04:44:00,2024-01-14 04:51:52,1,3.17,239,7,1,Credit Card,15.65,1.0,0.5,3.91,0.0,2.75,23.81,7.9,4,Sunday,2024-01-14,2024-01
trip_0001491,2,2024-03-28 12:05:00,2024-03-28 12:38:15,2,18.63,132,239,2,Cash,70.87,1.0,0.5,10.63,6.55,2.75,92.3,33.3,12,Thursday,2024-03-28,2024-03
trip_0001492,2,2024-04-01 05:17:00,2024-04-01 05:26:22,2,3.2,236,50,1,Credit Card,16.49,1.0,0.5,3.3,0.0,2.75,24.04,9.4,5,Monday,2024-04-01,2024-04
trip_0001493,2,2024-02-13 02:03:00,2024-02-13 02:24:28,1,14.06,43,132,2,Credit Card,52.4,1.0,0.5,7.86,6.55,2.75,71.06,21.5,2,Tuesday,2024-02-13,2024-02
trip_0001494,2,2024-04-24 18:05:00,2024-04-24 18:14:11,1,2.55,140,161,1,Credit Card,14.61,2.5,0.5,3.65,0.0,2.75,24.01,9.2,18,Wednesday,2024-04-24,2024-04
trip_0001495,1,2024-02-10 05:27:00,2024-02-10 05:49:26,1,5.23,141,140,1,Credit Card,28.6,1.0,0.5,4.29,0.0,2.75,37.14,22.4,5,Saturday,2024-02-10,2024-02
trip_0001496,1,2024-03-03 02:17:00,2024-03-03 02:47:26,2,6.32,230,143,1,Cash,35.6,1.0,0.5,5.34,0.0,2.75,45.19,30.4,2,Sunday,2024-03-03,2024-03
trip_0001497,1,2024-01-09 21:36:00,2024-01-09 21:48:28,1,2.48,236,237,1,Credit Card,16.06,1.0,0.5,0.0,0.0,2.75,20.31,12.5,21,Tuesday,2024-01-09,2024-01
trip_0001498,2,2024-05-09 00:13:00,2024-05-09 00:25:04,2,5.34,100,18,1,Credit Card,23.73,1.0,0.5,4.75,0.0,2.75,32.73,12.1,0,Thursday,2024-05-09,2024-05
trip_0001499,2,2024-01-15 06:53:00,2024-01-15 07:08:42,1,6.43,18,90,1,Credit Card,28.54,1.0,0.5,5.71,0.0,2.75,38.5,15.7,6,Monday,2024-01-15,2024-01
trip_0001500,2,2024-01-16 05:36:00,2024-01-16 05:57:31,1,19.53,237,138,2,Cash,67.47,1.0,0.5,13.49,6.55,2.75,91.76,21.5,5,Tuesday,2024-01-16,2024-01
trip_0001501,1,2024-05-19 09:00:00,2024-05-19 09:10:59,1,4.55,170,79,1,Credit Card,21.01,1.0,0.5,3.15,0.0,2.75,28.41,11.0,9,Sunday,2024-05-19,2024-05
trip_0001502,2,2024-03-16 08:42:00,2024-03-16 08:56:36,1,20.59,43,1,1,Credit Card,66.92,1.0,0.5,10.04,0.0,2.75,81.21,14.6,8,Saturday,2024-03-16,2024-03
trip_0001503,2,2024-02-26 14:41:00,2024-02-26 15:02:31,1,9.08,237,90,1,Cash,38.74,1.0,0.5,5.81,0.0,2.75,48.8,21.5,14,Monday,2024-02-26,2024-02
trip_0001504,1,2024-04-04 07:40:00,2024-04-04 08:11:56,1,12.57,163,234,1,Credit Card,53.54,1.0,0.5,8.03,0.0,2.75,65.82,31.9,7,Thursday,2024-04-04,2024-04
trip_0001505,1,2024-04-04 15:54:00,2024-04-04 16:10:42,5,4.63,237,256,1,Credit Card,24.09,1.0,0.5,0.0,0.0,2.75,28.34,16.7,15,Thursday,2024-04-04,2024-04
trip_0001506,2,2024-06-25 18:33:00,2024-06-25 18:52:44,1,7.12,238,236,1,Credit Card,32.45,2.5,0.5,4.87,0.0,2.75,43.07,19.7,18,Tuesday,2024-06-25,2024-06
trip_0001507,1,2024-06-15 11:44:00,2024-06-15 12:10:09,1,20.06,90,138,2,Credit Card,71.25,1.0,0.5,17.81,6.55,2.75,99.86,26.2,11,Saturday,2024-06-15,2024-06
trip_0001508,2,2024-04-05 03:33:00,2024-04-05 04:03:55,2,5.94,68,79,1,Credit Card,34.8,1.0,0.5,0.0,0.0,2.75,39.05,30.9,3,Friday,2024-04-05,2024-04
trip_0001509,1,2024-06-13 14:42:00,2024-06-13 15:02:02,1,3.85,145,68,1,Credit Card,23.61,1.0,0.5,4.72,0.0,2.75,32.58,20.0,14,Thursday,2024-06-13,2024-06
trip_0001510,1,2024-04-21 10:08:00,2024-04-21 10:27:17,1,6.15,161,236,1,Credit Card,29.56,1.0,0.5,0.0,0.0,2.75,33.81,19.3,10,Sunday,2024-04-21,2024-04
trip_0001511,2,2024-01-05 04:59:00,2024-01-05 05:27:30,1,6.94,80,162,1,Credit Card,36.34,1.0,0.5,5.45,0.0,2.75,46.04,28.5,4,Friday,2024-01-05,2024-01
trip_0001512,1,2024-05-14 06:13:00,2024-05-14 06:27:28,2,11.62,18,1,1,Credit Card,42.2,1.0,0.5,10.55,0.0,2.75,57.0,14.5,6,Tuesday,2024-05-14,2024-05
trip_0001513,1,2024-01-04 03:48:00,2024-01-04 03:55:11,1,2.29,163,164,1,Credit Card,12.9,1.0,0.5,1.94,0.0,2.75,19.09,7.2,3,Thursday,2024-01-04,2024-01
trip_0001514,2,2024-01-29 22:33:00,2024-01-29 22:47:10,1,5.25,107,142,1,Cash,24.52,1.0,0.5,3.68,0.0,2.75,32.45,14.2,22,Monday,2024-01-29,2024-01
trip_0001515,2,2024-02-29 12:22:00,2024-02-29 12:39:33,6,5.08,230,193,1,Credit Card,25.75,1.0,0.5,0.0,0.0,2.75,30.0,17.6,12,Thursday,2024-02-29,2024-02
trip_0001516,2,2024-04-03 22:44:00,2024-04-03 23:10:28,2,5.97,249,107,1,Credit Card,32.65,1.0,0.5,4.9,0.0,2.75,41.8,26.5,22,Wednesday,2024-04-03,2024-04
trip_0001517,2,2024-02-20 03:13:00,2024-02-20 03:37:45,1,14.26,230,138,2,Credit Card,54.59,1.0,0.5,8.19,6.55,2.75,73.58,24.8,3,Tuesday,2024-02-20,2024-02
trip_0001518,1,2024-06-19 08:09:00,2024-06-19 08:34:25,2,6.04,186,236,1,Credit Card,32.32,1.0,0.5,6.46,0.0,2.75,43.03,25.4,8,Wednesday,2024-06-19,2024-06
trip_0001519,2,2024-01-10 08:39:00,2024-01-10 08:56:15,1,6.21,161,90,1,Credit Card,28.7,1.0,0.5,0.0,0.0,2.75,32.95,17.3,8,Wednesday,2024-01-10,2024-01
trip_0001520,1,2024-01-20 01:44:00,2024-01-20 02:07:39,1,7.11,234,141,1,Cash,34.38,1.0,0.5,6.88,0.0,2.75,45.51,23.7,1,Saturday,2024-01-20,2024-01
trip_0001521,1,2024-03-08 16:27:00,2024-03-08 16:50:08,2,6.86,7,80,1,Credit Card,33.44,2.5,0.5,5.02,0.0,2.75,44.21,23.1,16,Friday,2024-03-08,2024-03
trip_0001522,2,2024-05-07 09:47:00,2024-05-07 09:53:12,1,1.29,68,236,1,Credit Card,9.65,1.0,0.5,1.45,0.0,2.75,15.35,6.2,9,Tuesday,2024-05-07,2024-05
trip_0001523,1,2024-06-10 21:06:00,2024-06-10 21:19:05,1,17.6,142,1,1,Credit Card,57.94,1.0,0.5,8.69,0.0,2.75,70.88,13.1,21,Monday,2024-06-10,2024-06
trip_0001524,2,2024-02-02 04:45:00,2024-02-02 04:59:22,5,13.34,138,140,2,Cash,46.87,1.0,0.5,11.72,6.55,2.75,69.39,14.4,4,Friday,2024-02-02,2024-02
trip_0001525,1,2024-04-07 20:00:00,2024-04-07 20:20:49,1,6.11,231,186,1,Credit Card,30.22,1.0,0.5,4.53,0.0,2.75,39.0,20.8,20,Sunday,2024-04-07,2024-04
trip_0001526,1,2024-02-29 15:43:00,2024-02-29 15:58:10,1,5.94,107,7,1,Credit Card,26.93,1.0,0.5,5.39,0.0,2.75,36.57,15.2,15,Thursday,2024-02-29,2024-02
trip_0001527,2,2024-05-01 20:37:00,2024-05-01 21:15:48,2,17.13,142,170,1,Credit Card,69.51,1.0,0.5,10.43,0.0,2.75,84.19,38.8,20,Wednesday,2024-05-01,2024-05
trip_0001528,1,2024-05-13 14:46:00,2024-05-13 14:58:24,1,2.72,143,145,1,Credit Card,16.68,1.0,0.5,3.34,0.0,2.75,24.27,12.4,14,Monday,2024-05-13,2024-05
trip_0001529,2,2024-05-04 12:24:00,2024-05-04 12:32:54,1,11.3,50,1,1,Credit Card,38.53,1.0,0.5,0.0,0.0,2.75,42.78,8.9,12,Saturday,2024-05-04,2024-05
trip_0001530,1,2024-04-23 21:01:00,2024-04-23 21:29:02,1,5.45,100,100,1,Credit Card,32.0,1.0,0.5,0.0,0.0,2.75,36.25,28.0,21,Tuesday,2024-04-23,2024-04
trip_0001531,2,2024-05-06 18:52:00,2024-05-06 19:01:34,1,2.38,237,231,1,Credit Card,14.34,2.5,0.5,2.15,0.0,2.75,22.24,9.6,18,Monday,2024-05-06,2024-05
trip_0001532,1,2024-04-25 17:14:00,2024-04-25 17:37:32,1,18.1,249,132,2,Credit Card,64.55,2.5,0.5,12.91,6.55,2.75,89.76,23.5,17,Thursday,2024-04-25,2024-04
trip_0001533,1,2024-05-31 05:26:00,2024-05-31 05:58:53,5,11.97,79,68,1,Credit Card,52.36,1.0,0.5,7.85,0.0,2.75,64.46,32.9,5,Friday,2024-05-31,2024-05
trip_0001534,2,2024-03-10 17:40:00,2024-03-10 17:48:07,1,2.86,236,7,1,Credit Card,14.93,2.5,0.5,2.99,0.0,2.75,23.67,8.1,17,Sunday,2024-03-10,2024-03
trip_0001535,2,2024-05-02 23:31:00,2024-05-02 23:50:54,1,3.74,140,236,1,Credit Card,23.24,1.0,0.5,0.0,0.0,2.75,27.49,19.9,23,Thursday,2024-05-02,2024-05
trip_0001536,1,2024-04-08 15:03:00,2024-04-08 15:33:32,1,8.76,164,143,1,Credit Card,42.36,1.0,0.5,0.0,0.0,2.75,46.61,30.5,15,Monday,2024-04-08,2024-04
trip_0001537,1,2024-03-26 10:43:00,2024-03-26 11:03:17,1,3.89,107,48,1,Credit Card,23.84,1.0,0.5,5.96,0.0,2.75,34.05,20.3,10,Tuesday,2024-03-26,2024-03
trip_0001538,1,2024-03-31 23:16:00,2024-03-31 23:33:40,1,5.8,237,256,1,Credit Card,27.79,1.0,0.5,0.0,0.0,2.75,32.04,17.7,23,Sunday,2024-03-31,2024-03
trip_0001539,2,2024-04-01 11:04:00,2024-04-01 11:16:21,2,21.41,164,1,1,Credit Card,68.06,1.0,0.5,13.61,0.0,2.75,85.92,12.4,11,Monday,2024-04-01,2024-04
trip_0001540,2,2024-03-14 15:42:00,2024-03-14 16:06:51,2,5.73,238,239,1,Cash,31.19,1.0,0.5,6.24,0.0,2.75,41.68,24.9,15,Thursday,2024-03-14,2024-03
trip_0001541,2,2024-01-21 20:27:00,2024-01-21 20:41:16,1,17.42,107,1,1,Cash,58.04,1.0,0.5,11.61,0.0,2.75,73.9,14.3,20,Sunday,2024-01-21,2024-01
trip_0001542,2,2024-05-03 04:58:00,2024-05-03 05:08:01,3,2.67,163,256,1,Cash,15.35,1.0,0.5,0.0,0.0,2.75,19.6,10.0,4,Friday,2024-05-03,2024-05
trip_0001543,2,2024-04-23 14:20:00,2024-04-23 14:31:35,2,2.59,141,7,1,Credit Card,15.91,1.0,0.5,3.18,0.0,2.75,23.34,11.6,14,Tuesday,2024-04-23,2024-04
trip_0001544,2,2024-01-31 01:58:00,2024-01-31 02:07:11,3,2.46,238,186,1,Credit Card,14.36,1.0,0.5,2.87,0.0,2.75,21.48,9.2,1,Wednesday,2024-01-31,2024-01
trip_0001545,2,2024-05-14 14:39:00,2024-05-14 14:54:06,2,3.03,231,164,1,Credit Card,18.88,1.0,0.5,2.83,0.0,2.75,25.96,15.1,14,Tuesday,2024-05-14,2024-05
trip_0001546,2,2024-02-23 02:23:00,2024-02-23 02:40:35,1,7.17,140,236,1,Credit Card,31.52,1.0,0.5,0.0,0.0,2.75,35.77,17.6,2,Friday,2024-02-23,2024-02
