record_id,fiscal_year,fiscal_quarter,period_label,business_unit_code,business_unit,department_code,department,revenue_usd,cogs_usd,gross_profit_usd,gross_margin_pct,rd_expense_usd,sales_marketing_expense_usd,ga_expense_usd,total_opex_usd,operating_income_usd,ebitda_usd,ebitda_margin_pct,net_income_usd,capex_usd,headcount,budget_allocated_usd,budget_variance_pct,revenue_growth_yoy_pct
FIN-2024-00410,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,SALES,Global Enterprise Sales & Field Ops,22376744.28,7281829.71,15094914.57,67.46,906086.26,2019330.49,549799.73,3475216.48,11619698.09,12262381.27,54.8,9179561.49,1428184.85,226,3447896.18,0.79,20.86
FIN-2024-00411,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,MKTG,Global Growth & Brand Marketing,14757175.76,2845461.38,11911714.38,80.72,3785109.01,1902870.46,1146394.12,6834373.59,5077340.79,5668368.4,38.41,4011099.22,1313394.68,520,6962635.51,-1.84,18.99
FIN-2024-00412,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,CSM,Customer Success & Technical Account Mgmt,5569351.61,1671254.96,3898096.65,69.99,1152882.48,995452.0,1096199.57,3244534.05,653562.6,966582.95,17.36,516314.45,695600.78,382,3437994.09,-5.63,24.9
FIN-2024-00413,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,OPS,Cloud Infrastructure & Network Operations,14357453.62,4927237.08,9430216.54,65.68,693624.11,1118974.16,899072.16,2711670.43,6718546.11,7443470.74,51.84,5307651.43,1610943.63,550,2646130.16,2.48,31.0
FIN-2024-00414,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,GA,Corporate General & Administrative,5170127.12,1307282.4,3862844.72,74.71,3089337.5,2333092.36,648381.33,6070811.19,-2207966.47,-1299109.36,-25.13,-1744293.51,2019682.47,439,6623387.43,-8.34,19.62
FIN-2024-00415,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,LEGAL,"Legal, Risk & Compliance",1554343.18,301716.62,1252626.56,80.59,2747867.3,3020377.13,668044.75,6436289.18,-5183662.62,-4254641.25,-273.73,-4095093.47,2064491.93,558,6047900.65,6.42,35.26
FIN-2024-00416,2024,Q3,2024-Q3,GHSS,Global Hardware & Semiconductor Systems,PROD,Product Strategy & User Experience,6564490.5,1692483.11,4872007.39,74.22,2318959.16,2193846.79,1010989.75,5523795.7,-651788.31,104897.91,1.6,-514912.76,1681524.93,326,5583378.31,-1.07,38.68
FIN-2024-00417,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,ENG,Core Engineering & Software R&D,3664086.45,689137.41,2974949.04,81.19,2712491.53,596288.88,329676.44,3638456.85,-663507.81,-405483.03,-11.07,-524171.17,573388.39,499,3720766.15,-2.21,33.05
FIN-2024-00418,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,SALES,Global Enterprise Sales & Field Ops,7653650.79,1925754.22,5727896.57,74.84,1627359.59,2090243.62,664894.24,4382497.45,1345399.12,1932191.34,25.25,1062865.3,1303982.71,154,4160794.69,5.33,18.42
FIN-2024-00419,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,MKTG,Global Growth & Brand Marketing,9559305.67,1729413.07,7829892.6,81.91,753348.69,1311080.51,515958.27,2580387.47,5249505.13,5456707.11,57.08,4147109.05,460448.85,516,2781762.08,-7.24,36.34
FIN-2024-00420,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,CSM,Customer Success & Technical Account Mgmt,19577333.75,6645510.4,12931823.35,66.06,1697813.83,2338646.01,845352.3,4881812.14,8050011.21,8183309.44,41.8,6359508.86,296218.28,62,5171839.65,-5.61,27.47
FIN-2024-00421,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,OPS,Cloud Infrastructure & Network Operations,22309622.94,4175044.74,18134578.2,81.29,2211822.18,2548346.81,656536.11,5416705.1,12717873.1,12895061.81,57.8,10047119.75,393752.68,309,5093090.23,6.35,32.66
FIN-2024-00422,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,GA,Corporate General & Administrative,3866488.3,1027802.75,2838685.55,73.42,533153.86,1811189.45,736534.99,3080878.3,-242192.75,-138676.15,-3.59,-191332.27,230036.89,523,2970393.89,3.72,27.55
FIN-2024-00423,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,LEGAL,"Legal, Risk & Compliance",2011142.81,616464.11,1394678.7,69.35,1284673.14,2853046.14,393133.57,4530852.85,-3136174.15,-3058361.36,-152.07,-2477577.58,172917.31,250,4341626.16,4.36,26.06
FIN-2024-00424,2024,Q3,2024-Q3,DCBM,Digital Commerce & B2B Marketplace,PROD,Product Strategy & User Experience,3116030.01,598797.31,2517232.7,80.78,1098822.55,1990602.13,151865.3,3241289.98,-724057.28,-539827.55,-17.32,-572005.25,409399.41,423,3021086.83,7.29,25.43
FIN-2024-00425,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,ENG,Core Engineering & Software R&D,1491119.05,342454.57,1148664.48,77.03,3377846.53,2056712.36,787373.99,6221932.88,-5073268.4,-4400940.89,-295.14,-4007882.04,1494061.13,103,5918737.56,5.12,14.68
FIN-2024-00426,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,SALES,Global Enterprise Sales & Field Ops,18050137.56,4607350.72,13442786.84,74.47,3084320.34,2144865.59,916115.91,6145301.84,7297485.0,7840653.72,43.44,5765013.15,1207041.6,470,5986260.3,2.66,36.07
FIN-2024-00427,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,MKTG,Global Growth & Brand Marketing,3190650.65,842198.85,2348451.8,73.6,2532999.13,602792.74,784773.11,3920564.98,-1572113.18,-1272001.34,-39.87,-1241969.41,666915.19,133,3865947.25,1.41,31.54
FIN-2024-00428,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,CSM,Customer Success & Technical Account Mgmt,16046509.99,3052343.5,12994166.49,80.98,2217366.37,961312.36,850830.39,4029509.12,8964657.37,9970076.04,62.13,7082079.32,2234263.71,457,4394893.72,-8.31,28.38
FIN-2024-00429,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,OPS,Cloud Infrastructure & Network Operations,14220722.28,3840075.14,10380647.14,73.0,624081.6,1273400.42,198998.58,2096480.6,8284166.54,8627434.85,60.67,6544491.57,762818.47,516,2020683.24,3.75,15.21
FIN-2024-00430,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,GA,Corporate General & Administrative,5959054.82,1507656.44,4451398.38,74.7,602049.67,1334870.57,260399.79,2197320.03,2254078.35,2972004.87,49.87,1780721.9,1595392.27,74,2159304.73,1.76,38.49
FIN-2024-00431,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,LEGAL,"Legal, Risk & Compliance",2299545.17,789290.57,1510254.6,65.68,2911135.13,842912.41,408413.8,4162461.34,-2652206.74,-2238653.34,-97.35,-2095243.32,919007.56,154,4468201.28,-6.84,22.07
FIN-2024-00432,2024,Q3,2024-Q3,SFTP,Strategic FinTech & Payments Hub,PROD,Product Strategy & User Experience,3822741.7,769613.99,3053127.71,79.87,2443373.57,1442139.94,1016657.83,4902171.34,-1849043.63,-1615439.9,-42.26,-1460744.47,519119.39,340,4773646.22,2.69,26.69
FIN-2024-00433,2024,Q3,2024-Q3,PST,Professional Services & Transformation,ENG,Core Engineering & Software R&D,4363172.32,1161581.52,3201590.8,73.38,1542955.33,1501479.58,837190.18,3881625.09,-680034.29,-109597.12,-2.51,-537227.09,1267638.16,177,3912810.12,-0.8,18.63
FIN-2024-00434,2024,Q3,2024-Q3,PST,Professional Services & Transformation,SALES,Global Enterprise Sales & Field Ops,15227821.56,4168634.04,11059187.52,72.62,2507744.2,2176239.27,237952.9,4921936.37,6137251.15,6604486.5,43.37,4848428.41,1038300.78,551,5467658.56,-9.98,38.15
FIN-2024-00435,2024,Q3,2024-Q3,PST,Professional Services & Transformation,MKTG,Global Growth & Brand Marketing,5925644.46,1248562.59,4677081.87,78.93,960985.4,1806405.33,233566.62,3000957.35,1676124.52,2528798.77,42.68,1324138.37,1894831.66,480,2772667.61,8.23,15.81
FIN-2024-00436,2024,Q3,2024-Q3,PST,Professional Services & Transformation,CSM,Customer Success & Technical Account Mgmt,13531556.26,4330728.34,9200827.92,68.0,3889528.87,779767.1,948326.16,5617622.13,3583205.79,4502304.16,33.27,2830732.57,2042440.83,102,5481753.44,2.48,37.97
FIN-2024-00437,2024,Q3,2024-Q3,PST,Professional Services & Transformation,OPS,Cloud Infrastructure & Network Operations,22241465.69,4795096.32,17446369.37,78.44,619346.34,3000664.06,967419.38,4587429.78,12858939.59,12970274.2,58.32,10158562.28,247410.24,229,4896589.73,-6.31,35.68
FIN-2024-00438,2024,Q3,2024-Q3,PST,Professional Services & Transformation,GA,Corporate General & Administrative,2958978.75,968139.2,1990839.55,67.28,1019478.85,1605510.85,896775.66,3521765.36,-1530925.81,-1038152.18,-35.08,-1209431.39,1095052.51,368,3888713.69,-9.44,15.94
FIN-2024-00439,2024,Q3,2024-Q3,PST,Professional Services & Transformation,LEGAL,"Legal, Risk & Compliance",2395558.75,809249.29,1586309.46,66.22,532311.54,3052709.0,298428.55,3883449.09,-2297139.63,-1727409.93,-72.11,-1814740.31,1266066.01,111,3704096.3,4.84,13.22
FIN-2024-00440,2024,Q3,2024-Q3,PST,Professional Services & Transformation,PROD,Product Strategy & User Experience,2692087.07,502364.0,2189723.07,81.34,2296257.12,2893037.82,282673.03,5471967.97,-3282244.9,-2275974.24,-84.54,-2592973.47,2236157.02,288,5790831.96,-5.51,25.53
FIN-2024-00441,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,ENG,Core Engineering & Software R&D,1994913.29,604055.19,1390858.1,69.72,3013914.84,3068562.17,362500.54,6444977.55,-5054119.45,-4653557.91,-233.27,-3992754.37,890136.75,475,6038931.22,6.72,17.26
FIN-2024-00442,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,SALES,Global Enterprise Sales & Field Ops,12239073.81,2375328.36,9863745.45,80.59,3597763.32,2286072.64,164247.47,6048083.43,3815662.02,4192837.21,34.26,3014373.0,838167.09,96,6677917.07,-9.43,33.77
FIN-2024-00443,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,MKTG,Global Growth & Brand Marketing,17730472.29,4603146.79,13127325.5,74.04,3728584.31,798335.31,222229.66,4749149.28,8378176.22,8554115.32,48.25,6618759.21,390975.77,442,5093145.22,-6.75,28.68
FIN-2024-00444,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,CSM,Customer Success & Technical Account Mgmt,21309217.56,4846071.51,16463146.05,77.26,3426017.56,619817.03,1071454.01,5117288.6,11345857.45,11784257.65,55.3,8963227.39,974222.66,330,5348229.91,-4.32,35.6
FIN-2024-00445,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,OPS,Cloud Infrastructure & Network Operations,6794291.6,1768779.19,5025512.41,73.97,2830422.81,2751437.69,914114.59,6495975.09,-1470462.68,-593205.26,-8.73,-1161665.52,1949460.94,555,6624056.06,-1.93,25.49
FIN-2024-00446,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,GA,Corporate General & Administrative,2407911.95,760286.09,1647625.86,68.43,1474292.61,2254821.75,1077430.26,4806544.62,-3158918.76,-2222525.01,-92.3,-2495545.82,2080875.01,489,4499293.12,6.83,21.25
FIN-2024-00447,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,LEGAL,"Legal, Risk & Compliance",2832552.28,711039.26,2121513.02,74.9,2901123.36,1727800.31,1198720.07,5827643.74,-3706130.72,-2869777.32,-101.31,-2927843.27,1858563.12,98,6197767.21,-5.97,23.73
FIN-2024-00448,2024,Q3,2024-Q3,ARDQ,Advanced R&D & Quantum Computing,PROD,Product Strategy & User Experience,1058727.44,345693.01,713034.43,67.35,1018339.83,2418272.42,339269.78,3775882.03,-3062847.6,-2859611.97,-270.1,-2419649.6,451634.73,339,3789708.36,-0.36,18.63
FIN-2024-00449,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,ENG,Core Engineering & Software R&D,2301509.47,753919.07,1547590.4,67.24,2868587.28,1760144.82,740058.12,5368790.22,-3821199.82,-2770389.46,-120.37,-3018747.86,2335134.14,502,5984440.24,-10.29,24.19
FIN-2024-00450,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,SALES,Global Enterprise Sales & Field Ops,23192129.5,5993268.41,17198861.09,74.16,3180577.78,2499129.71,174422.36,5854129.85,11344731.24,12361231.04,53.3,8962337.68,2258888.44,545,5772703.81,1.41,32.55
FIN-2024-00451,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,MKTG,Global Growth & Brand Marketing,10656632.18,3712812.48,6943819.7,65.16,1879158.94,2147697.18,276070.47,4302926.59,2640893.11,2958943.06,27.77,2086305.56,706777.66,127,4764324.35,-9.68,18.85
FIN-2024-00452,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,CSM,Customer Success & Technical Account Mgmt,6021099.72,1643885.4,4377214.32,72.7,737529.47,1641876.44,677901.88,3057307.79,1319906.53,2365916.57,39.29,1042726.16,2324466.76,581,2964821.21,3.12,21.46
FIN-2024-00453,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,OPS,Cloud Infrastructure & Network Operations,7885902.12,1791265.81,6094636.31,77.29,1173820.16,731172.71,1096451.22,3001444.09,3093192.22,3306722.85,41.93,2443621.85,474512.51,346,3315282.91,-9.47,26.07
FIN-2024-00454,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,GA,Corporate General & Administrative,5576411.98,1210907.61,4365504.37,78.29,1713270.11,3020535.87,816652.39,5550458.37,-1184954.0,-145046.7,-2.6,-936113.66,2310905.12,73,5746721.23,-3.42,31.97
FIN-2024-00455,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,LEGAL,"Legal, Risk & Compliance",2712742.12,618114.6,2094627.52,77.21,1818738.5,1457446.94,682166.94,3958352.38,-1863724.86,-1202225.96,-44.32,-1472342.64,1469997.55,208,3830657.66,3.33,32.76
FIN-2024-00456,2024,Q4,2024-Q4,ECP,Enterprise Cloud Platform,PROD,Product Strategy & User Experience,1507208.86,296811.78,1210397.08,80.31,1452349.79,430024.09,446502.48,2328876.36,-1118479.28,-986689.47,-65.46,-883598.63,292866.25,290,2153305.82,8.15,15.49
FIN-2024-00457,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,ENG,Core Engineering & Software R&D,1556377.74,496615.35,1059762.39,68.09,2650214.51,2009860.78,918082.01,5578157.3,-4518394.91,-4406117.95,-283.1,-3569531.98,249504.36,180,6169051.73,-9.58,23.09
FIN-2024-00458,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,SALES,Global Enterprise Sales & Field Ops,21859188.04,5536965.93,16322222.11,74.67,570259.87,2723929.11,733372.97,4027561.95,12294660.16,13215642.13,60.46,9712781.53,2046626.61,168,3933764.7,2.38,31.82
FIN-2024-00459,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,MKTG,Global Growth & Brand Marketing,10942129.31,3533220.85,7408908.46,67.71,3644103.61,2020236.11,412892.21,6077231.93,1331676.53,1753100.1,16.02,1052024.46,936496.82,119,6802466.57,-10.66,21.53
FIN-2024-00460,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,CSM,Customer Success & Technical Account Mgmt,13000703.05,2663861.04,10336842.01,79.51,2477508.32,1337836.29,903332.5,4718677.11,5618164.9,6000154.67,46.15,4438350.27,848866.16,197,4606765.06,2.43,28.93
FIN-2024-00461,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,OPS,Cloud Infrastructure & Network Operations,13524620.78,4712037.57,8812583.21,65.16,2650474.79,2352992.94,378092.0,5381559.73,3431023.48,4220545.99,31.21,2710508.55,1754494.46,544,5889872.85,-8.63,20.23
FIN-2024-00462,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,GA,Corporate General & Administrative,1354742.93,441786.5,912956.43,67.39,3825693.39,2721227.25,529829.09,7076749.73,-6163793.3,-5942365.17,-438.63,-4869396.71,492062.52,423,7091644.34,-0.21,15.3
FIN-2024-00463,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,LEGAL,"Legal, Risk & Compliance",3097807.37,715694.11,2382113.26,76.9,925319.94,2906719.29,172781.83,4004821.06,-1622707.8,-1404157.85,-45.33,-1281939.16,485666.56,258,4252931.02,-5.83,38.75
FIN-2024-00464,2024,Q4,2024-Q4,AIDS,Artificial Intelligence & Data Solutions,PROD,Product Strategy & User Experience,9091766.8,2594442.3,6497324.5,71.46,808642.64,2566263.25,623148.62,3998054.51,2499269.99,3542548.67,38.96,1974423.29,2318397.07,52,4023907.42,-0.64,18.79
FIN-2024-00465,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,ENG,Core Engineering & Software R&D,2335262.39,462722.62,1872539.77,80.19,2903774.49,2864252.54,976055.5,6744082.53,-4871542.76,-4726229.34,-202.39,-3848518.78,322918.71,111,7192463.53,-6.23,36.67
FIN-2024-00466,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,SALES,Global Enterprise Sales & Field Ops,4986555.3,1162912.47,3823642.83,76.68,2464132.5,1536902.82,1097128.67,5098163.99,-1274521.16,-695846.82,-13.95,-1006871.72,1285942.98,170,5392741.92,-5.46,37.3
FIN-2024-00467,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,MKTG,Global Growth & Brand Marketing,3288420.59,1142557.39,2145863.2,65.26,2752491.12,1869864.59,485406.21,5107761.92,-2961898.72,-2057568.06,-62.57,-2339899.99,2009623.68,173,5184640.76,-1.48,13.8
FIN-2024-00468,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,CSM,Customer Success & Technical Account Mgmt,11424482.8,3606347.7,7818135.1,68.43,2648429.84,817925.75,681024.04,4147379.63,3670755.47,4539522.25,39.74,2899896.82,1930592.85,439,4098895.59,1.18,16.27
FIN-2024-00469,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,OPS,Cloud Infrastructure & Network Operations,12685752.64,4154190.75,8531561.89,67.25,2501489.39,1738116.64,1127906.94,5367512.97,3164048.92,3402390.08,26.82,2499598.65,529647.02,188,5407879.28,-0.75,28.89
FIN-2024-00470,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,GA,Corporate General & Administrative,4149956.05,1319689.84,2830266.21,68.2,2309786.78,1353652.34,503175.23,4166614.35,-1336348.14,-1148037.8,-27.66,-1055715.03,418467.43,553,3908574.93,6.6,35.14
FIN-2024-00471,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,LEGAL,"Legal, Risk & Compliance",7302694.23,1830269.62,5472424.61,74.94,1490953.59,2121194.14,882698.02,4494845.75,977578.86,1601753.16,21.93,772287.3,1387054.01,543,4903468.9,-8.33,22.9
FIN-2024-00472,2024,Q4,2024-Q4,CZTI,Cybersecurity & Zero-Trust Infrastructure,PROD,Product Strategy & User Experience,7268124.0,2164373.25,5103750.75,70.22,1589815.18,3198743.47,1006746.85,5795305.5,-691554.75,311669.87,4.29,-546328.25,2229388.05,68,6139216.43,-5.6,36.33
FIN-2024-00473,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,ENG,Core Engineering & Software R&D,3538082.03,1222470.52,2315611.51,65.45,3477975.7,1163862.4,788358.02,5430196.12,-3114584.61,-2782058.13,-78.63,-2460521.84,738947.74,386,5760621.41,-5.74,33.46
FIN-2024-00474,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,SALES,Global Enterprise Sales & Field Ops,17565912.11,3498256.22,14067655.89,80.08,557658.91,409491.19,796229.25,1763379.35,12304276.54,12894074.05,73.4,9720378.47,1310661.13,295,1849562.75,-4.66,22.84
FIN-2024-00475,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,MKTG,Global Growth & Brand Marketing,17014337.84,4078083.73,12936254.11,76.03,2767559.59,1269264.23,251998.94,4288822.76,8647431.35,9196713.38,54.05,6831470.77,1220626.74,364,4691991.71,-8.59,35.19
FIN-2024-00476,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,CSM,Customer Success & Technical Account Mgmt,10955317.25,3775684.0,7179633.25,65.54,1881267.07,3131112.63,1050549.59,6062929.29,1116703.96,1782793.81,16.27,882196.13,1480199.66,83,6220507.63,-2.53,33.57
FIN-2024-00477,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,OPS,Cloud Infrastructure & Network Operations,17701804.22,3760200.24,13941603.98,78.76,1494875.34,2501584.87,891255.6,4887715.81,9053888.17,9883019.46,55.83,7152571.65,1842513.98,145,5268493.13,-7.23,21.56
FIN-2024-00478,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,GA,Corporate General & Administrative,3516533.75,660289.62,2856244.13,81.22,1796519.22,1232572.51,808985.48,3838077.21,-981833.08,-431654.61,-12.28,-775648.13,1222618.82,312,3577119.86,7.3,38.58
FIN-2024-00479,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,LEGAL,"Legal, Risk & Compliance",3436747.65,1045814.6,2390933.05,69.57,2031349.54,475326.67,626018.96,3132695.17,-741762.12,73476.26,2.14,-585992.07,1811640.85,360,3427670.6,-8.61,22.39
FIN-2024-00480,2024,Q4,2024-Q4,GHSS,Global Hardware & Semiconductor Systems,PROD,Product Strategy & User Experience,7411644.53,1934081.09,5477563.44,73.9,2560585.7,2822746.21,530638.14,5913970.05,-436406.61,304848.06,4.11,-344761.22,1647232.59,102,6481229.06,-8.75,29.79
FIN-2024-00481,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,ENG,Core Engineering & Software R&D,2592917.7,488395.84,2104521.86,81.16,2414277.52,1976798.75,853268.64,5244344.91,-3139823.05,-2353436.55,-90.76,-2480460.21,1747525.56,452,5288166.48,-0.83,33.44
FIN-2024-00482,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,SALES,Global Enterprise Sales & Field Ops,21046094.11,3923534.83,17122559.28,81.36,1651517.15,2707312.73,198624.0,4557453.88,12565105.4,13146746.0,62.47,9926433.27,1292534.66,63,5089739.85,-10.46,28.24
FIN-2024-00483,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,MKTG,Global Growth & Brand Marketing,16255649.79,4762852.76,11492797.03,70.7,2274552.54,935785.92,168253.01,3378591.47,8114205.56,8322397.81,51.2,6410222.39,462649.45,421,3353424.39,0.75,27.15
FIN-2024-00484,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,CSM,Customer Success & Technical Account Mgmt,15081817.03,4993788.89,10088028.14,66.89,3720245.06,798675.62,161059.38,4679980.06,5408048.08,5512712.92,36.55,4272357.98,232588.53,564,5034591.66,-7.04,28.84
FIN-2024-00485,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,OPS,Cloud Infrastructure & Network Operations,16659060.13,4896152.09,11762908.04,70.61,1937825.43,2098869.77,931492.3,4968187.5,6794720.54,7662786.44,46.0,5367829.23,1929035.34,309,4847859.85,2.48,35.04
FIN-2024-00486,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,GA,Corporate General & Administrative,3207325.71,679195.1,2528130.61,78.82,1289630.29,2849725.11,158943.8,4298299.2,-1770168.59,-724234.91,-22.58,-1398433.19,2324297.06,422,4169723.7,3.08,33.85
FIN-2024-00487,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,LEGAL,"Legal, Risk & Compliance",3356352.48,847753.01,2508599.47,74.74,3023122.48,1015658.52,1126499.73,5165280.73,-2656681.26,-1737961.11,-51.78,-2098778.2,2041600.33,115,5477714.58,-5.7,22.42
FIN-2024-00488,2024,Q4,2024-Q4,DCBM,Digital Commerce & B2B Marketplace,PROD,Product Strategy & User Experience,2569271.9,812278.52,1756993.38,68.38,2799595.15,3083600.04,699916.48,6583111.67,-4826118.29,-3957581.99,-154.04,-3812633.45,1930080.66,338,6992742.15,-5.86,27.89
FIN-2024-00489,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,ENG,Core Engineering & Software R&D,1087246.66,343540.8,743705.86,68.4,3184946.19,2703659.5,1119708.51,7008314.2,-6264608.34,-5619705.98,-516.87,-4949040.59,1433116.36,90,6704894.52,4.53,36.94
FIN-2024-00490,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,SALES,Global Enterprise Sales & Field Ops,12997569.44,2998167.95,9999401.49,76.93,1262776.41,485866.96,357011.26,2105654.63,7893746.86,8289862.54,63.78,6236060.02,880257.06,419,2057367.17,2.35,12.62
FIN-2024-00491,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,MKTG,Global Growth & Brand Marketing,16505697.97,5575708.61,10929989.36,66.22,1217034.4,1838169.54,1127215.28,4182419.22,6747570.14,7051600.59,42.72,5330580.41,675623.22,449,4570083.12,-8.48,24.06
FIN-2024-00492,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,CSM,Customer Success & Technical Account Mgmt,9218974.59,3008475.68,6210498.91,67.37,661814.09,1275451.53,646526.96,2583792.58,3626706.33,4474497.37,48.54,2865098.0,1883980.09,358,2583351.65,0.02,18.68
FIN-2024-00493,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,OPS,Cloud Infrastructure & Network Operations,17176642.2,5079207.57,12097434.63,70.43,3578371.63,522337.77,776044.47,4876753.87,7220680.76,7757365.06,45.16,5704337.8,1192631.77,73,4607308.21,5.85,13.02
FIN-2024-00494,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,GA,Corporate General & Administrative,4868113.54,1421598.17,3446515.37,70.8,2370772.42,1908863.3,317571.43,4597207.15,-1150691.78,-402038.44,-8.26,-909046.51,1663674.09,436,4515028.37,1.82,13.36
FIN-2024-00495,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,LEGAL,"Legal, Risk & Compliance",2343171.1,770452.05,1572719.05,67.12,3807546.65,599701.01,234264.35,4641512.01,-3068792.96,-2886304.44,-123.18,-2424346.44,405530.05,110,4743030.86,-2.14,16.43
FIN-2024-00496,2024,Q4,2024-Q4,SFTP,Strategic FinTech & Payments Hub,PROD,Product Strategy & User Experience,8599019.23,1723116.88,6875902.35,79.96,1048762.7,1463771.84,223781.1,2736315.64,4139586.71,4323089.63,50.27,3270273.5,407784.26,492,2940705.48,-6.95,27.47
FIN-2024-00497,2024,Q4,2024-Q4,PST,Professional Services & Transformation,ENG,Core Engineering & Software R&D,2129962.85,660037.55,1469925.3,69.01,2704144.21,2128671.65,1157632.01,5990447.87,-4520522.57,-3541421.51,-166.27,-3571212.83,2175780.14,327,6339258.59,-5.5,25.53
FIN-2024-00498,2024,Q4,2024-Q4,PST,Professional Services & Transformation,SALES,Global Enterprise Sales & Field Ops,15760996.59,2918856.67,12842139.92,81.48,1260563.57,1570385.57,180567.19,3011516.33,9830623.59,10345316.01,65.64,7766192.64,1143760.94,287,3007330.74,0.14,19.83
