customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
c_001207,cu_001156,38669,porto alegre,RS
c_001208,cu_001096,12282,rio de janeiro,RJ
c_001209,cu_000845,44624,sao paulo,SP
c_001210,cu_000486,58438,vitoria,ES
c_001211,cu_000120,99900,rio de janeiro,RJ
c_001212,cu_000220,77534,rio de janeiro,RJ
c_001213,cu_000053,41705,sao paulo,SP
c_001214,cu_000758,48244,salvador,BA
c_001215,cu_000738,84964,porto alegre,RS
c_001216,cu_000720,47437,sao paulo,SP
c_001217,cu_000406,87872,sao paulo,SP
c_001218,cu_000608,84878,porto alegre,RS
c_001219,cu_001021,82982,belo horizonte,MG
c_001220,cu_000422,60583,sao paulo,SP
c_001221,cu_000712,48392,goiania,GO
c_001222,cu_000247,17461,sao paulo,SP
c_001223,cu_000072,20516,rio de janeiro,RJ
c_001224,cu_000185,89285,brasilia,DF
c_001225,cu_000006,27514,sao paulo,SP
c_001226,cu_000906,46268,belo horizonte,MG
c_001227,cu_000387,46788,sao paulo,SP
c_001228,cu_000699,85749,sao paulo,SP
c_001229,cu_001100,71049,vitoria,ES
c_001230,cu_000827,72493,sao paulo,SP
c_001231,cu_000349,46027,fortaleza,CE
c_001232,cu_000308,52849,sao paulo,SP
c_001233,cu_001151,27858,sao paulo,SP
c_001234,cu_000287,94162,sao paulo,SP
c_001235,cu_000766,89003,belo horizonte,MG
c_001236,cu_000725,62395,sao paulo,SP
c_001237,cu_000762,49758,recife,PE
c_001238,cu_000383,64312,rio de janeiro,RJ
c_001239,cu_000388,78670,goiania,GO
c_001240,cu_000525,92279,sao paulo,SP
c_001241,cu_000639,25434,recife,PE
c_001242,cu_000938,74047,curitiba,PR
c_001243,cu_000276,57775,curitiba,PR
c_001244,cu_000500,85769,florianopolis,SC
c_001245,cu_000717,76677,curitiba,PR
c_001246,cu_000337,93555,belo horizonte,MG
c_001247,cu_000932,95920,sao paulo,SP
c_001248,cu_000481,55734,sao paulo,SP
c_001249,cu_000911,98503,brasilia,DF
c_001250,cu_001082,50603,belo horizonte,MG
c_001251,cu_000109,86708,salvador,BA
c_001252,cu_000328,91926,rio de janeiro,RJ
c_001253,cu_000315,78803,sao paulo,SP
c_001254,cu_001135,49332,sao paulo,SP
c_001255,cu_000699,31312,porto alegre,RS
c_001256,cu_000781,94526,rio de janeiro,RJ
c_001257,cu_000156,54179,sao paulo,SP
c_001258,cu_000887,81442,rio de janeiro,RJ
c_001259,cu_001026,50379,sao paulo,SP
c_001260,cu_000758,27297,belo horizonte,MG
c_001261,cu_000722,12011,sao paulo,SP
c_001262,cu_000913,54014,salvador,BA
c_001263,cu_000871,21738,sao paulo,SP
c_001264,cu_000013,57498,rio de janeiro,RJ
c_001265,cu_000608,21120,sao paulo,SP
c_001266,cu_000498,18767,sao paulo,SP
c_001267,cu_000238,32852,sao paulo,SP
c_001268,cu_001118,89239,rio de janeiro,RJ
c_001269,cu_000781,10929,belo horizonte,MG
c_001270,cu_001195,87487,sao paulo,SP
c_001271,cu_000606,27438,porto alegre,RS
c_001272,cu_000661,58515,recife,PE
c_001273,cu_000849,15744,curitiba,PR
c_001274,cu_000936,93820,sao paulo,SP
c_001275,cu_000628,52417,rio de janeiro,RJ
c_001276,cu_000143,17069,sao paulo,SP
c_001277,cu_000714,52359,sao paulo,SP
c_001278,cu_000479,29799,vitoria,ES
c_001279,cu_000565,80188,sao paulo,SP
c_001280,cu_000471,99859,rio de janeiro,RJ
c_001281,cu_000384,17597,belo horizonte,MG
c_001282,cu_000926,57093,porto alegre,RS
c_001283,cu_000417,47226,belo horizonte,MG
c_001284,cu_000308,82127,sao paulo,SP
c_001285,cu_000649,87362,sao paulo,SP
c_001286,cu_001025,36417,rio de janeiro,RJ
c_001287,cu_001068,28693,sao paulo,SP
c_001288,cu_000739,89674,sao paulo,SP
c_001289,cu_001122,63161,sao paulo,SP
c_001290,cu_000140,12169,sao paulo,SP
c_001291,cu_000974,94092,sao paulo,SP
c_001292,cu_001017,32052,sao paulo,SP
c_001293,cu_000953,81849,belo horizonte,MG
c_001294,cu_000904,83851,porto alegre,RS
c_001295,cu_000072,18036,salvador,BA
c_001296,cu_000107,41778,sao paulo,SP
c_001297,cu_001066,37734,sao paulo,SP
c_001298,cu_000883,33173,sao paulo,SP
c_001299,cu_000139,40403,belo horizonte,MG
c_001300,cu_000615,76321,porto alegre,RS
c_001301,cu_000863,81675,sao paulo,SP
c_001302,cu_000273,16344,brasilia,DF
c_001303,cu_000416,28800,sao paulo,SP
c_001304,cu_000506,35372,rio de janeiro,RJ
c_001305,cu_000733,71516,porto alegre,RS
c_001306,cu_000424,30538,recife,PE
c_001307,cu_000390,73918,porto alegre,RS
c_001308,cu_000342,24973,salvador,BA
c_001309,cu_000946,81155,sao paulo,SP
c_001310,cu_000614,69500,salvador,BA
c_001311,cu_000493,46575,sao paulo,SP
c_001312,cu_000192,52261,fortaleza,CE
c_001313,cu_000499,37716,rio de janeiro,RJ
c_001314,cu_000822,13236,salvador,BA
c_001315,cu_000227,25848,rio de janeiro,RJ
c_001316,cu_000139,12352,belo horizonte,MG
c_001317,cu_000856,11932,rio de janeiro,RJ
c_001318,cu_000817,86449,curitiba,PR
c_001319,cu_001173,18556,sao paulo,SP
c_001320,cu_001139,96836,sao paulo,SP
c_001321,cu_001087,15498,sao paulo,SP
c_001322,cu_000104,86118,sao paulo,SP
c_001323,cu_000871,60098,recife,PE
c_001324,cu_000668,74386,sao paulo,SP
c_001325,cu_000273,19569,goiania,GO
c_001326,cu_001030,66882,sao paulo,SP
c_001327,cu_001171,80393,sao paulo,SP
c_001328,cu_000184,10340,salvador,BA
c_001329,cu_001052,53949,belo horizonte,MG
c_001330,cu_001143,92302,rio de janeiro,RJ
c_001331,cu_000293,72443,belo horizonte,MG
c_001332,cu_000177,84027,porto alegre,RS
c_001333,cu_000058,10138,sao paulo,SP
c_001334,cu_000308,10358,vitoria,ES
c_001335,cu_000977,85250,goiania,GO
c_001336,cu_001129,95376,belo horizonte,MG
c_001337,cu_000700,40654,sao paulo,SP
c_001338,cu_000083,35879,porto alegre,RS
c_001339,cu_000252,91532,sao paulo,SP
c_001340,cu_000796,65778,sao paulo,SP
c_001341,cu_000897,47772,sao paulo,SP
c_001342,cu_000210,68478,rio de janeiro,RJ
c_001343,cu_000816,74353,recife,PE
c_001344,cu_000609,36762,porto alegre,RS
c_001345,cu_000447,23283,curitiba,PR
c_001346,cu_000460,73922,rio de janeiro,RJ
c_001347,cu_000968,49420,sao paulo,SP
c_001348,cu_000472,65568,sao paulo,SP
c_001349,cu_000370,95090,vitoria,ES
c_001350,cu_000900,30219,sao paulo,SP
c_001351,cu_000923,67169,recife,PE
c_001352,cu_000137,84965,belo horizonte,MG
c_001353,cu_000367,56840,rio de janeiro,RJ
c_001354,cu_000912,54695,porto alegre,RS
c_001355,cu_000184,94754,rio de janeiro,RJ
c_001356,cu_000472,87988,recife,PE
c_001357,cu_000654,68342,fortaleza,CE
c_001358,cu_000749,28951,rio de janeiro,RJ
c_001359,cu_000537,11307,sao paulo,SP
c_001360,cu_000802,90388,belo horizonte,MG
c_001361,cu_000920,45428,fortaleza,CE
c_001362,cu_000510,85774,sao paulo,SP
c_001363,cu_000630,48975,belo horizonte,MG
c_001364,cu_001002,11140,belo horizonte,MG
c_001365,cu_001097,34842,curitiba,PR
c_001366,cu_000916,36421,sao paulo,SP
c_001367,cu_001034,11708,porto alegre,RS
c_001368,cu_000152,13630,fortaleza,CE
c_001369,cu_001029,29595,sao paulo,SP
c_001370,cu_000464,86021,sao paulo,SP
c_001371,cu_001137,38308,goiania,GO
c_001372,cu_000271,54789,sao paulo,SP
c_001373,cu_001187,65690,florianopolis,SC
c_001374,cu_000460,36086,rio de janeiro,RJ
c_001375,cu_000105,26859,sao paulo,SP
c_001376,cu_000162,17684,recife,PE
c_001377,cu_000351,11207,rio de janeiro,RJ
c_001378,cu_000434,56099,rio de janeiro,RJ
c_001379,cu_000852,77496,sao paulo,SP
c_001380,cu_000140,76093,belo horizonte,MG
c_001381,cu_001156,39689,sao paulo,SP
c_001382,cu_000087,58651,sao paulo,SP
c_001383,cu_000183,23893,goiania,GO
c_001384,cu_000368,76418,sao paulo,SP
c_001385,cu_000129,70011,belo horizonte,MG
c_001386,cu_000670,48635,sao paulo,SP
c_001387,cu_000149,66115,curitiba,PR
c_001388,cu_000985,88405,sao paulo,SP
c_001389,cu_000852,82702,goiania,GO
c_001390,cu_000628,88518,rio de janeiro,RJ
c_001391,cu_000446,82805,sao paulo,SP
c_001392,cu_000884,68954,sao paulo,SP
c_001393,cu_000294,38064,sao paulo,SP
c_001394,cu_001167,89063,rio de janeiro,RJ
c_001395,cu_000250,12454,sao paulo,SP
c_001396,cu_000878,30878,florianopolis,SC
c_001397,cu_000948,61098,rio de janeiro,RJ
c_001398,cu_000975,72154,sao paulo,SP
c_001399,cu_001049,22991,belo horizonte,MG
c_001400,cu_000789,78344,porto alegre,RS
c_001401,cu_000984,46593,sao paulo,SP
c_001402,cu_000889,46304,sao paulo,SP
c_001403,cu_000890,40386,sao paulo,SP
c_001404,cu_000070,65220,curitiba,PR
c_001405,cu_000625,79338,belo horizonte,MG
c_001406,cu_000875,31083,rio de janeiro,RJ
c_001407,cu_001136,28354,florianopolis,SC
c_001408,cu_000471,32190,salvador,BA
c_001409,cu_000091,16142,belo horizonte,MG
c_001410,cu_000530,38398,recife,PE
c_001411,cu_000661,61971,sao paulo,SP
c_001412,cu_000739,51862,sao paulo,SP
c_001413,cu_000726,63410,sao paulo,SP
c_001414,cu_000872,29503,sao paulo,SP
c_001415,cu_000192,58456,rio de janeiro,RJ
c_001416,cu_000138,92035,brasilia,DF
c_001417,cu_000345,18016,sao paulo,SP
c_001418,cu_001009,12384,sao paulo,SP
c_001419,cu_000503,72320,rio de janeiro,RJ
c_001420,cu_000203,25072,brasilia,DF
c_001421,cu_000573,90018,sao paulo,SP
c_001422,cu_000192,50510,rio de janeiro,RJ
c_001423,cu_000005,58933,sao paulo,SP
c_001424,cu_000311,31826,sao paulo,SP
c_001425,cu_000549,78026,vitoria,ES
c_001426,cu_000056,35518,goiania,GO
c_001427,cu_000443,34045,sao paulo,SP
c_001428,cu_000870,60876,goiania,GO
c_001429,cu_000585,61919,belo horizonte,MG
c_001430,cu_000752,37103,recife,PE
c_001431,cu_000360,46188,rio de janeiro,RJ
c_001432,cu_000819,15845,rio de janeiro,RJ
c_001433,cu_000030,96698,rio de janeiro,RJ
c_001434,cu_000108,46674,belo horizonte,MG
c_001435,cu_000844,29337,sao paulo,SP
c_001436,cu_000717,32313,sao paulo,SP
c_001437,cu_000891,36943,sao paulo,SP
c_001438,cu_000960,87949,porto alegre,RS
c_001439,cu_000893,10276,sao paulo,SP
c_001440,cu_000732,61151,porto alegre,RS
c_001441,cu_000606,27611,goiania,GO
c_001442,cu_000457,21944,sao paulo,SP
c_001443,cu_000615,62887,porto alegre,RS
c_001444,cu_000698,91442,rio de janeiro,RJ
c_001445,cu_000674,59847,recife,PE
c_001446,cu_000543,68653,sao paulo,SP
c_001447,cu_000857,96072,porto alegre,RS
c_001448,cu_000897,66622,florianopolis,SC
c_001449,cu_000278,37810,brasilia,DF
c_001450,cu_000552,87842,porto alegre,RS
c_001451,cu_000111,20503,rio de janeiro,RJ
c_001452,cu_000385,94761,belo horizonte,MG
c_001453,cu_000761,46976,recife,PE
c_001454,cu_000694,21590,belo horizonte,MG
c_001455,cu_000405,20886,sao paulo,SP
c_001456,cu_000022,22866,brasilia,DF
c_001457,cu_000678,76624,porto alegre,RS
c_001458,cu_000611,78899,porto alegre,RS
c_001459,cu_000008,42792,sao paulo,SP
c_001460,cu_000702,19764,belo horizonte,MG
c_001461,cu_000529,96156,sao paulo,SP
c_001462,cu_000602,52727,belo horizonte,MG
c_001463,cu_000657,88471,sao paulo,SP
c_001464,cu_000166,18068,belo horizonte,MG
c_001465,cu_000849,17295,vitoria,ES
c_001466,cu_000496,51160,sao paulo,SP
c_001467,cu_000590,21390,goiania,GO
c_001468,cu_000429,30131,sao paulo,SP
c_001469,cu_000774,85969,recife,PE
c_001470,cu_000163,25038,salvador,BA
c_001471,cu_000366,62327,belo horizonte,MG
c_001472,cu_000072,87064,curitiba,PR
c_001473,cu_000655,31281,recife,PE
c_001474,cu_000269,64189,sao paulo,SP
c_001475,cu_000415,58511,sao paulo,SP
c_001476,cu_001016,18605,belo horizonte,MG
c_001477,cu_000675,11381,salvador,BA
c_001478,cu_001084,76634,curitiba,PR
c_001479,cu_000006,29810,salvador,BA
c_001480,cu_000982,34322,rio de janeiro,RJ
c_001481,cu_000570,51869,salvador,BA
c_001482,cu_000407,42955,sao paulo,SP
c_001483,cu_000026,71388,rio de janeiro,RJ
c_001484,cu_001029,20207,sao paulo,SP
c_001485,cu_000986,97329,sao paulo,SP
c_001486,cu_000390,77628,sao paulo,SP
c_001487,cu_000710,38220,sao paulo,SP
c_001488,cu_000571,94050,porto alegre,RS
c_001489,cu_000754,84085,sao paulo,SP
c_001490,cu_000146,32031,rio de janeiro,RJ
c_001491,cu_000785,80721,sao paulo,SP
c_001492,cu_000526,90807,sao paulo,SP
c_001493,cu_000013,81312,sao paulo,SP
c_001494,cu_000903,69766,sao paulo,SP
c_001495,cu_000384,22449,belo horizonte,MG
c_001496,cu_000556,99833,belo horizonte,MG
c_001497,cu_000887,66699,belo horizonte,MG
c_001498,cu_000019,91253,rio de janeiro,RJ
c_001499,cu_000575,56092,sao paulo,SP
c_001500,cu_000751,73671,recife,PE
